id,absa_input,absa_target,data_origin
431573,"În descrierea sa, ca justificare pentru prețul ridicat, un număr de găuri sunt incluse pentru ventilație, care vă va ajuta să nu transpirați din plin.",product is negative; price is negative,bt_1chain
431574,"Găseşte o cale să faci bani în weekend, dă clienţilor ceva de mâncare cât aşteaptă să plătească.",misc is neutral,bt_1chain
431575,"Probabil că am fost dezamăgit că nu am găsit niciun număr potrivit pe produsele pe care le-am încercat, şi că era destul de mult zgomot făcut de copii care alergau şi se jucau prin magazin fără să fie observaţi.",environment is negative; shop diversity is negative,bt_1chain
431576,"Am ajuns ieri 31.08.17 la magazinul din Brașov să cumpăr o cutie de pulbere izotonică marca Isostar care dintr-o dată a costat 50 lei cel puțin acesta era prețul afișat pe raft. Sunt destul de nemulțumit de această etichetă de preț având în vedere că acum câteva luni costa 35 lei fără reduceri. Evident pe site-ul dvs. apar ambele produse, dar în magazin nu... ca de obicei.",price is negative; shop organization is negative,bt_1chain
431579,"Aş vrea să ştiu dacă există un sistem de răscumpărare pentru bicicletele pentru copii mici, pentru că fetiţa mea ar fi vrut o bicicletă nouă în loc de cea pe care a ""moştenit-o"" de la sora ei mai mare.",misc is neutral,bt_1chain
431580,"Bicicleta pe care am comandat-o a sosit câteva zile mai târziu, nu m-a deranjat întârzierea, dar când au pus-o pe mine, au avut ceva cu ghidonul, pentru că acasă se desfăcea imediat, şi am căutat mult timp un hub potrivit. De atunci s-a desfăcut de două ori.",delivery is negative; service is negative; staff competency is negative,bt_1chain
431582,Timpul de livrare destul de lung (mai lung decât în alte magazine online). Apreciez bunătatea personalului magazinului.,staff competency is positive; delivery is negative,bt_1chain
431590,"1. mai multe produse pentru copii. la un moment dat au fost multe produse pentru copii și a fost bine. 2. agenții de securitate nu mai pentru a intra clienții în cabinele de degustare, în timp ce ei încearcă produse diferite. Am menționat că au intrat toate cabinele care au fost ocupate la acel moment, fără a ține cont de sexul care a ocupat cabina la acel moment. Dacă aceasta este o procedură a magazinului, clientul ar trebui să fie informat atunci când intră în magazin.",shop diversity is negative; security is negative,bt_1chain
431592,"În general, comanda a fost în regulă.",delivery is positive; staff competency is negative,bt_1chain
431595,"Mărfurile sunt împrăştiate peste tot, aspectul general este neîngrijit şi există multă mizerie, atât în coridoarele dintre secţii, cât şi în cabinele de probe.",environment is negative; shop organization is negative,bt_1chain
431614,Nu găsesc nici o mănuşă de portar cu mănuşi anti-derapare.,shop diversity is negative; price is negative,bt_1chain
431616,"Rafturi goale, nici o reducere la produsele din afara sezonului, care aveau câteva produse, de obicei număr mic.",promotions is negative; shop diversity is negative,bt_1chain
431619,"Magazinul e mare, dar e şi foarte aglomerat, cu timpuri de aşteptare foarte lungi la case.",environment is negative; service is negative; shop organization is positive,bt_1chain
431620,"Bună ziua, sunt dezamăgit de comanda ATPUDWKHP, care nu mai ajunge. Am fost de două ori la Decathlon Ploiesti să aflu ce s-a întâmplat cu această comandă ((20.04.2016) și încă nu s-a rezolvat. Personalul de la Ploiesti a încercat să rezolve, dar problema este în centru.... Probabil că nu voi mai comanda online, deși pot comanda mai multe produse. Acum două luni am încercat să comand un cuțit de vânătoare, dar din nou.....",delivery is negative; staff competency is positive,bt_1chain
431625,"Bună ziua, am avut o comandă online cu o preluare din magazin pentru care am vrut să fac o întoarcere. Sistemul nu a permis lucrătorului de acasă să facă operația necesară, motiv pentru care s-a format coada acasă, coada care a trebuit să fie mutată la o altă casă.",return warranty is negative; service is negative; staff competency is negative; tech support is negative,bt_1chain
431631,Personalul de la case lipsea în condiţiile în care magazinul nu era deloc aglomerat.,service is negative; staff availability is negative,bt_1chain
431632,"Preţuri bune, personal prietenos, varietate slabă a unor produse, mulţi clienţi vin cu copiii lor să se joace în magazin fără să cumpere nimic.",environment is negative; price is positive; shop diversity is negative; staff competency is positive,bt_1chain
431637,"Bună ziua, am cumpărat recent acest model de la decthlon Brasov. La nici o milă am simțit dureri în spate și picioare. Vreau să-l schimb cu modelul 9. Care este mult mai confortabil fiind mai aproape de pământ. Am condus pentru o lungă perioadă de timp cu modelul copiilor care este mai aproape de pământ. Vă voi spune din experiență că cred că conceptul a fost greșit. L-am dat cunoștințelor să-l testeze și aceleași plângeri am primit. Este greu și înalt. La o milă nu mai puteți scutura piciorul de durere. Nu recomand să testeze. În schimb am încercat modelul orașului 9 și este altceva. Voi scrie celor responsabili de relațiile cu clienții. Poate că pot să-l dau înapoi. Când nu am avut acest model de testat. Acum",product is negative; return warranty is negative; shop diversity is negative,bt_1chain
431639,"Lipsa de produse, personal mic în weekenduri sau sărbători, când e foarte aglomerat.",staff availability is negative; shop diversity is negative,bt_1chain
431640,"A fost foarte greu să găsesc pe cineva care să-mi dea detalii și recomandări despre un ceas inteligent, și când am făcut-o, întreaga conversație a durat patru secunde.",staff availability is negative; staff competency is negative,bt_1chain
431643,"Cum am spus, preţuri mari, reduceri mici, şi mai mult în joc.",shop organization is negative; promotions is negative; price is negative; shop diversity is negative,bt_1chain
431645,"Cozi lungi la case, niciun personal în magazin dacă vrei ajutor, multe produse care nu au toate măsurătorile (doar câteva măsurători pentru fiecare produs).",staff availability is negative; shop diversity is negative; service is negative,bt_1chain
431648,"Personalul neinstruit și neplăcut, la secțiunea de fotbal lipsesc pantofii de crampoon (există cel puțin 5 școli de fotbal în Brașov) și trebuie să cumpărăm de pe internet, toaletele sunt mai rele decât la gară!!!",environment is negative; staff competency is negative; shop diversity is negative,bt_1chain
431651,"O persoană era responsabilă atât de biciclete, cât și de gravură/tipărire. Am așteptat cel puțin 15 minute până când un angajat mi-a adresat adresa, deși eram în linia de vedere a unei doamne din birou (presupun că cu o poziție mai avansată). Danza era prea ocupat să vorbească vesel cu cineva la telefon, mi-a dat sentimentul că nu era legat de serviciu. Angajatul m-a servit după ce a terminat cu clientul de la biciclete, dar a fost întrerupt de 3 sau 4 ori mai mult de telefonul intern și a plecat de două ori într-o altă zonă a magazinului. Pentru o simplă personalizare a unei piese mici am petrecut peste o oră, angajatul a fost foarte drăguț când mi-a taxat doar textul de pe o parte a cutiei și nu pe amândoi",staff availability is negative; staff competency is negative,bt_1chain
431652,"Apreciez sistemul dvs. de operare, garanția pe care o primesc pentru produsele pe care le cumpăr de la dvs., acestea sunt aspectele pozitive. Din păcate, faptul că trebuie să aștept un produs timp de aproximativ o săptămână mă descurajează, nu mă face să am încredere că aș putea găsi ceea ce am nevoie atunci când am nevoie de el.",return warranty is positive; delivery is negative,bt_1chain
431654,"Când ai nevoie de sfaturi, e foarte greu să găsești un angajat Decathlon care să te ajute. Pe lângă faptul că nu e la birou, nu știi unde să-l cauți. Apoi calitatea informațiilor este foarte slabă, nu știe sau nu este sigur de ea. Nu transmite încredere și profesionalism. Acasă, am avut ghinionul de a mă confrunta cu o lipsă totală de bunătate, implicare și profesionalism. Când am văzut că geanta era mare și făcută din hârtie, am refuzat să o iau înapoi. Dar casierul nu a considerat că este necesar să o iau de pe chitanță. M-a trimis la recepție, unde pentru 70 de dolari a trebuit să dau datele CI. În cele din urmă, toată povestea m-a făcut să mă simt inconfortabil, deși aveam dreptate. Nu era vorba de bani",staff availability is negative; staff competency is negative,bt_1chain
431657,A trebuit să pun un suport de biciclete şi a trebuit să cer oficialilor şi sfinţilor să mă ajute.,staff competency is negative; staff availability is negative,bt_1chain
431660,"Prea multă dezordine, copii şi adulţi care merg pe biciclete şi aşa mai departe şi care se implică în accidente.",environment is negative; shop organization is negative,bt_1chain
431665,"Produs de calitate, dar timpul de livrare a fost exagerat de mare, o săptămână.",quality is positive; delivery is negative,bt_1chain
431668,Experienţa mea în magazinul tău a fost una bună.,misc is neutral,bt_1chain
431676,"Este extrem de enervant și periculos pentru copii să folosească biciclete, scutere etc. în magazin!! Unele produse sunt în dezordine și rafturile arată ca un magazin de țară!!",environment is negative; shop organization is negative,bt_1chain
431677,"A petrecut mult timp în casă, unde era doar un angajat.",service is negative; staff availability is negative,bt_1chain
431684,"Produsele de calitate sunt scumpe, produsele ieftine sunt de calitate proastă, lipsa personalului care să ajute districtele, schimbarea constantă a distribuției produselor pe categorii în districte.",quality is negative; price is negative; shop organization is negative; staff availability is negative,bt_1chain
431687,"Comanda nu a fost livrată la timp, de aceea am pierdut cadoul de Crăciun pentru fiul meu. De asemenea, când am raportat acest lucru operatorului la numărul de contact de pe acest site, deși a promis să se întoarcă cu un telefon după verificarea situației, a uitat să se întoarcă cu apelul promis. Evident, în termen de 5 zile de la data de livrare programată, am refuzat să primesc produsele. Deci.....",delivery is negative; staff competency is negative,bt_1chain
431695,"Sunteţi primul magazin online pe care l-am întâlnit unde nu se poate plăti prin ordin de plată, suntem o instituţie publică. Am comandat produsele aşa cum ne-a fost recomandat, de la un magazin fizic din reţeaua voastră şi, deşi este o comandă mare, ni s-a spus că trebuie să plătim transportul produselor. Este complicat să vă emiteţi factura proforma că plătiţi clienţii în contul bancar şi apoi să expediaţi produsele?",delivery is negative; service is negative,bt_1chain
431704,Costă două cifre pentru a personaliza o cămaşă de fotbal la fel de mult ca cămaşa în sine.,price is negative,bt_1chain
431707,"Testam sacul de dormit la 19 grade in casa inainte sa merg cu el la munte. La 19 grade mi-a fost frig in el, desi nu ma consider frig. Acest sac de dormit este mai potrivit pentru temperaturi de 20 de grade.",product is neutral,bt_1chain
431710,"Am comandat din greşeală pe 18 decembrie şi au ajuns pe 27 iar dacă au venit din străinătate, o să fie un cadou pentru Moş Crăciun.",delivery is negative,bt_1chain
431711,"Un magazin cu produse de calitate, dar destul de scumpe.",price is negative; quality is positive,bt_1chain
431713,"Am fost o dată pe 1 iunie şi a doua oară pe 15 iunie să găsesc o skateboard pentru fiica mea de 7 ani, de la cea cu o platformă de cauciuc mai puternică şi nu am găsit-o. Am găsit tot ce căutam, dar skateboardul era important în acel moment. Mă voi întoarce cu plăcere şi poate voi găsi ceea ce caut.",service is positive; shop diversity is positive,bt_1chain
431714,"Am găsit câteva articole pentru alergare în sezonul rece, şi părea aglomerat, aşa că am aşteptat în camerele de probă.",environment is negative; shop diversity is negative,bt_1chain
431716,"Poate dacă ar exista o secţiune unde să ""testeze"" bicicletele/scooterele... ar fi ideal şi ar reduce riscul de accidente.",environment is negative,bt_1chain
431718,"Se indică perioadele de vânzare, dar produsele care sunt incluse în aceste reduceri sunt foarte puține, atât ca varietate de produse, cât și ca număr de produse.",staff availability is negative; promotions is negative,bt_1chain
431720,"Mi-am reparat bicicleta, mi-au schimbat anvelopele, mi-au lubrificat lanțul. Eram foarte fericit. Am făcut și un echilibru de lanț și un serviciu de viteze (nu îmi amintesc cum se numea). Din păcate, când am ajuns acasă pe bicicletă (am transportat-o cu mașina) și am scos-o, am găsit că lanțul a căzut. Apoi ne-am luptat cu ea așa (lanțul a căzut întotdeauna) timp de aproximativ trei zile. În cele din urmă am găsit un vecin care a reușit să o repare pentru noi.",service is positive,bt_1chain
431724,"Da, e în regulă, dar poate fi mai ieftin.",price is negative,bt_1chain
431731,"Ar fi foarte frumos să nu fii oprit la fiecare pas de copii care merg cu biciclete, scutere, scutere...erc. Aceste produse ar trebui să fie în departament, astfel încât să nu te plimbi prin magazin și să ceri unui copil să te lase să te uiți mai atent la un scuter. Cei de pe raft au fost blocați și nu au putut să coboare.",environment is negative,bt_1chain
431733,"Un pic costisitoare taxa de curier, dar o idee foarte bună pentru a lua comanda de la magazinul Decathlon.",delivery is negative; service is positive,bt_1chain
431734,"E foarte scump să-l trimiţi prin curier. Am plătit 19,90 pentru prima rundă, şi dacă vrei să înlocuieşti produsul pentru că nu mi se potriveşte, plăteşti curierul din nou, apoi când pachetul vine cu produsele înlocuite plăteşti curierul. În total am plătit 60 de lei pentru transport, nu crezi că e cam mult? Oricum, cu siguranţă m-ai pierdut ca client, nu voi mai comanda niciodată de la tine.",delivery is negative,bt_1chain
431736,"Lipsa diversităţii, lipsa de produse noi, personal, mai ales în weekenduri...",shop diversity is negative; staff availability is negative,bt_1chain
431752,"Bună ziua, nu pot comanda produsul Ref.: 8333642 BANK ABDOMENE 500 DOMYOS, am văzut că aveți produsul în stoc în magazinul din Palady, de ce nu pot să-l comand...",tech support is negative,bt_1chain
431753,"Bună ziua, îmi puteți spune la ce masă maximă este recomandat să fie utilizat (masa utilizatorului plus masa cu manete)? Vă mulțumesc!",misc is neutral,bt_1chain
431756,Este nevoie de mai multă curățenie în cabinele de testare.,environment is negative,bt_1chain
431758,"Am fost facturat pentru un produs în valoare de 59,90 lei",misc is neutral,bt_1chain
431763,Puţini angajaţi acolo unde e nevoie şi mulţi angajaţi de la birou care nu fac nimic cu directorul... patină toată ziua!,staff availability is negative; staff competency is negative,bt_1chain
431767,"Am vrut să cumpăr un produs care, potrivit informațiilor de pe site, era disponibil. Dar nu l-am găsit în magazin, deși era listat în stoc! Doamna de la departamentul de fitness a fost extrem de amabilă, dar nu m-a putut ajuta. Am renunțat la acel produs și am cumpărat două perechi de mănuși. Pe raft nu era nicio etichetă explicită cu prețul. Eu, cel puțin, nu am putut să-l găsesc. Am plătit peste 100 de lei, ceea ce mi s-a părut un pic prea mult. Am anunțat problema prețului acasă. Nu știu dacă s-a luat vreo măsură.",price is negative; shop organization is negative; staff competency is positive,bt_1chain
431768,"Un pic haotice din cauza copiilor care te-au trecut cu bicicletele lor, scutere, etc.",environment is negative,bt_1chain
431774,"Înțeleg ce înseamnă eficiența în 2018, înțeleg ce înseamnă logistica, dar a durat mult procesarea comenzii. Problema este că unele produse sunt doar în depozitul dvs., în timp ce altele sunt doar în diferite magazine.",delivery is negative; shop organization is negative,bt_1chain
431778,"Personalul este mai bine informat cu privire la: dimensiunea echivalentă a unui produs (SUA, Marea Britanie, UE), etichetarea prețurilor, disponibilitatea explicațiilor privind calitatea produsului.",staff competency is negative; shop organization is negative; staff availability is negative,bt_1chain
431784,"Îmi pare rău că nu poţi da un rating zero, pentru că mai mult nu merită. Nu am mai putut plasa comanda pentru că ""sportistii"" Decathlon nu răspund la e-mailuri decât dacă insist şi cu câteva telefoane. Deci, până când au ajuns cu funcţia ""sportism"", unul dintre produsele de care aveam nevoie nu mai era disponibil nici măcar în depozitul furnizorului! Evident, într-o situaţie ca asta, nu există absolut niciun motiv pentru mine să plasez comanda împreună cu restul produselor. Din păcate, ei au monopol asupra bunurilor sportive şi este destul de dificil să găseşti tot ce ai nevoie în altă parte. Cu toate acestea, eu fac posibil ca tu să nu mai cumperi niciodată de la Decathlon. Prefer să o fac eu.",service is negative; shop diversity is positive; staff competency is negative,bt_1chain
431787,"Din cauza concursurilor, personalul nu are suficient timp să aducă alte mărimi pe rafturi, sunt prea puține pentru un magazin atât de mare, și nu pot oferi informații și aduce produse.",shop diversity is negative; staff availability is negative; staff competency is negative,bt_1chain
431796,"Mai multe produse, mai multe articole la districtele de vânătoare, reduceri care vor fi anunţate în avans şi prin e-mail.",shop diversity is negative; promotions is negative,bt_1chain
431797,O să-mi placă să merg la cumpărături cu prietenii şi familia din nou.,misc is neutral,bt_1chain
431800,"Deschiderea mai multe registre de bani, mai mulți angajați disponibile pentru consiliere pe ariile,",service is negative; staff availability is negative,bt_1chain
431802,"Sunt aproape complet absent în interacțiune cu cumpărătorul, dar eu sunt un client regulat la toate magazinele Decathlon.",staff availability is negative,bt_1chain
431805,Am cumpărat o bicicletă şi am aşteptat o oră pentru că cei doi băieţi nu au apărut.,staff availability is negative; staff competency is positive,bt_1chain
431813,"Fata de la casa de marcat era complet neinteresată, se juca cu un coleg şi un membru al gărzii de securitate era implicat.",security is negative; staff competency is negative,bt_1chain
431826,"Stabilirea unor limite clare pentru utilizarea produselor în magazin, evitarea riscului de rănire a clienţilor şi angajaţilor, practic trebuie să faci un adevărat slalom între copii care cred că e Disneyland.",environment is negative,bt_1chain
431827,"Am stat mult timp la schimb, şi când am ajuns acasă mi s-a spus că pantofii mei erau uzati.",return warranty is negative; service is negative,bt_1chain
431831,Recomand acest magazin doar pentru ceea ce a fost în trecut și pentru că în Brașov nu există concurență în acest domeniu.,misc is neutral,bt_1chain
431840,DECATHLON este o descoperire evidentă pentru comerţul din România.,staff availability is negative,bt_1chain
431842,"Paznicul bătea prea des la cabina mea, la început a spus că e pentru verificare, dar apoi mi s-a părut că bătea la intervale foarte scurte.",security is negative,bt_1chain
431844,"Cum a spus colegul de mai sus, există o problemă cu combinațiile de viteze. Dacă nu este recomandat, de ce a ales producătorul aceste combinații (numărul de șolduri și pinii de bușt)? Este ca și cum ați cumpăra o sticlă de suc, dar nu pot să beau din ea, trebuie să o pun în paharul meu pentru că aceasta este situația ideală și mai mult decât atât, nu puteți pune tot sucul din sticlă în pahar, deși plătiți pentru ea... totuși recomand produsul pentru că aceste părți se pot schimba mai târziu. Apropo: link-ul la comentariul anterior nu funcționează... deci informațiile sunt maxime.",product is negative; tech support is positive,bt_1chain
431849,Sistemul de puncte de loialitate poate fi îmbunătăţit.,tech support is negative,bt_1chain
431853,"Nu am primit toate produsele, deşi le-am plătit la curier, dar după ce m-am plâns la Decathlon, am primit restul.",delivery is negative,bt_1chain
431855,"Pe etichetă scria 3x1, pe spatele pentagonului scria 2x1.",delivery is negative,bt_1chain
431858,"Plini de copii cu biciclete, scutere, etc. Care nu se uita unde merg...",environment is negative,bt_1chain
431860,"Copiii care merg cu bicicleta prin magazin sunt un real pericol pentru ceilalţi copii, chiar şi pentru cei care sunt cu ei!",environment is negative,bt_1chain
431861,"Nu sunt produse de sezon disponibile nici în magazinul online pe care l-am găsit, nici în alte magazine Decathlon.",tech support is negative; shop diversity is negative,bt_1chain
431863,"E neplăcut când încerci să cauţi ceva să te simţi nesigur pentru că trebuie să eviţi o bicicletă, un scuter sau alt...",environment is negative,bt_1chain
431865,Spuneţi un lucru despre returnarea produselor şi faceţi altul când vine vorba de a vă ţine cuvântul.,return warranty is negative,bt_1chain
431870,"Magazinul foarte aglomerat, produsele aruncate pe podea, pantofii dezlegaţi, rafturile incomplete.",shop diversity is negative; environment is negative; shop organization is negative,bt_1chain
431872,"Este o opinie pur personală, deci probabil foarte subiectivă. Sugerez diversificarea stocurilor ca referință. Acum sunt puține, dar în cantități mai mari. Prețurile sunt, în general, un pic pic picate. F multe produse ieftine au o calitate îndoielnică..,, mirosuri de bunuri proaste din China de la un birou poștal,,. În opoziție, alte produse și-au făcut treaba exemplar. Când este aglomerat să deschidă mai repede cel puțin o casă.",price is negative; product is positive; quality is negative; service is negative; shop diversity is negative; shop organization is negative,bt_1chain
431884,Sunt lucruri pentru care este necesar să cumperi sfaturi şi e păcat că în ultima vreme atât în armată cât şi în Pallady atenţia pentru client lasă mult de dorit.,staff availability is negative; staff competency is negative,bt_1chain
431888,"Un produs foarte bun, livrare cu trei zile mai târziu decât era programat.",delivery is negative; product is positive; quality is positive,bt_1chain
431891,Vă rugăm să luați măsuri împotriva cerșetorilor extrem de agresive în parcare magazin.,security is negative,bt_1chain
431894,"La ultima vizită, prea multe produse nu erau disponibile nici pe rafturi, nici în mărimi/numerele obişnuite.Personalul mi s-a părut insuficient, a fost foarte dificil să găsesc un consultant disponibil pentru a cere relaţii.Este foarte adevărat că am fost în timpul weekendului, dar acest aspect nu scuză cele de mai sus.De ajuns cu mizeria.",shop diversity is negative; staff availability is negative; shop organization is negative,bt_1chain
431898,Produs lipsă comandat și plătit la livrare (recebut ulterior în urma unei trimiteri),delivery is negative,bt_1chain
431900,Aş fi foarte fericit dacă ai putea face şi o aplicaţie pentru smartphone-uri online.,tech support is negative,bt_1chain
431903,"Nu există reduceri substanțiale la FF, ar trebui să existe promoții succesive pentru diferite categorii, produsele nu au prețuri, a trebuit să alerg mereu după personal pentru a mă ajuta, din fericire erau foarte bine și prietenoși, dar o marfă puțin dezordonată, aspect haotic în magazin Echipamentul feminin, în special pentru ciclism pe care îl căutam, lipsește complet, ca urmare am comandat online de pe un site web Produsele FF sunt scumpe, prefer să plătesc pentru transportul decât să plătesc pentru o pereche de ouă 200 ron, iar calitatea este îndoielnică oricum, fiind subțire FF",price is negative; promotions is negative; quality is negative; shop diversity is negative; shop organization is negative; staff availability is negative; staff competency is positive,bt_1chain
431904,"Lipsa personalului atunci când ai nevoie de ei, prețuri diferite de ceea ce este listat, prea puține camere de probă,",shop organization is negative; staff availability is negative; service is negative,bt_1chain
431906,"Se schimbă conturi foarte ciudat, setările cookie-urilor nu sunt în regulă.",tech support is negative,bt_1chain
431909,Apreciez că nuanţele culorilor canadiene sunt variaţii ale culorii de bază a unor produse care ar trebui să fie roşii.,misc is neutral,bt_1chain
431913,"Desi apreciez oferta, in timpul vizitei nu am putut sa vorbesc cu un consultant sau sa gasesc optiuni pentru mai mult de cinci din zece produse dorite.",shop diversity is negative; staff availability is negative,bt_1chain
431916,"Săptămâna trecută am comandat 6 produse, sâmbătă (15 august) seara am fost informaţi prin telefon că un produs nu mai era în stoc şi nu va fi livrat. Duminică am verificat pe site, descoperind că produsul era în stoc, în cantităţi mari, cu excepţia unui magazin din Ploieşti; ne-am întors prin telefon şi, după multă bârfă (da, nu mi-e ruşine de limbaj, dar m-ai încurcat cu adevărat) am aflat ceva nou, de genul că ""on line"" livrează doar produsele disponibile în ""Iuli Maniu""; ne-am complicat pentru că produsul este în stoc astăzi în ""Iuli Maniu""; în final... Scuze, am returnat produsul, este în ambalaj, toate cele 6 produse sunt curioase. Astăzi produsul ajunge fără nici un ner",delivery is negative; service is negative; staff competency is negative,bt_1chain
431917,"Vechea roată care este similar cu acest lucru a devenit un hexagon cu laturi perfect pătrate, dar prefer să cumpere de aici, deoarece scuterul este tot decathlon",misc is neutral,bt_1chain
431919,"Am avut-o de aproximativ șase luni. De la început, sunt foarte confortabile și din punctul meu de vedere nu-ți dau nici o problemă cu adaptarea, indiferent de ce cizmă ai folosit înainte. Am văzut în alte recenzii că au o problemă de impermeabilizare. Din motive de siguranță, le-am impermeabilizat de fiecare dată înainte de o plimbare grea, dar chiar și așa, au acele fante laterale de respirație care iau apă în rahat. Au o problemă de respirație pentru că de fiecare dată când mi-am scos picioarele din ele, indiferent de condiții, erau întotdeauna transpirate sau sufocate. Pantoful Vibram este problematic. Este foarte confortabil, spre deosebire de suola sau Contagrip, dar aderă și la rezistența dorită. După o plimbare lungă, Fagaras au tend",product is positive; price is negative; quality is negative,bt_1chain
431920,"Dacă aș fi așteptat curierul, fiica mea ar fi primit cadoul lui Moș Crăciun pe 26 decembrie. Schimbă curierul!!!!! Organizație proastă!!!! Pentru că dacă curierul nu ajunge la timp nu-mi dați același produs pe care l-am plătit online din magazin???",delivery is negative,bt_1chain
431921,Nu am primit încă conda şi mă întrebi cum e?,delivery is negative,bt_1chain
431922,"După o lună de purtare de acasă la birou, nu în ploaie, pantoful stâng a început să se rupă și să zgârie sola când merg. Sunt dezamăgit că la acest preț există astfel de probleme. Nu recomand acest produs.",price is negative; product is negative; quality is negative,bt_1chain
431925,"Sugestii: varietate de gama, dimensiuni, reduceri reale de preț, eliminarea hoții din magazin.",promotions is negative; security is negative; shop diversity is negative,bt_1chain
431926,Paznicii nu sunt comunicativi si sunt suspiciosi cu orice client.,security is negative,bt_1chain
431927,"Este nevoie de mult timp pentru a procesa comanda, transport, livrare, și de la Brasov a venit mai repede decât 15 km, distanța dintre mine și tine.",delivery is negative,bt_1chain
431928,"Schimbam o pereche de adidaşi pentru că s-au rupt la cusut şi managerul a spus că nu poate fi pentru că erau purtate dar adidaşii sunt pentru alergare, nu pentru expoziţie.",product is negative; quality is negative; return warranty is negative; staff competency is negative,bt_1chain
431930,"Lipsa de zâmbet şi abilităţi la personal, voi trei, zgomotos şi aruncând cutii între rafturi... lipsa mărilor mai frecvent utilizate... copii alergând prin magazinul haotic şi riscând să-i lovească pe ei sau pe tine.",staff competency is negative; shop diversity is negative; environment is negative,bt_1chain
431931,"Bună ziua, Când cumpărăm biciclete, beneficiem ca clienți de ajustarea lor la standurile magazinelor de decatlon, doar că, este prima dată când am plecat cu ea fără a face nicio ajustare pe care am făcut-o mai târziu acasă. """"Din două locuri de două standuri, în timpul a două zile de mers în decatlon și maniu, au fost doar două persoane din personal, dar și mulți clienți dispuși să cumpere o bicicletă. Până aici, toate bune și frumoase, am stat câteva minute la standul gol, la celălalt era coada lungă, sperând că cineva va veni, conform presupunerii mele, care ar fi fost în pauza de prânz.",shop organization is negative; staff availability is negative; staff competency is negative,bt_1chain
