text,id,aspects_polarities,annotator,data_origin,text_cleaned,absa_input,absa_target,translated_Romanian_French,language,translated_French_Romanian,translated_French_Chinese,translated_Chinese_Romanian
"Din cauza concursurilor organizate, personalul nu are suficient timp pentru a aduce si alte marimi la raft. Sunt destul de putini pentru un magazin atat de mare si nu pot oferi si informatii si sa aduca si produse.",431787,"{'choices': ['shop diversity - negative', 'staff availability - negative', 'staff competency - negative']}",22,manual,"Din cauza concursurilor organizate, personalul nu are suficient timp pentru a aduce si alte marimi la raft. Sunt destul de putini pentru un magazin atat de mare si nu pot oferi si informatii si sa aduca si produse.","Din cauza concursurilor organizate, personalul nu are suficient timp pentru a aduce si alte marimi la raft. Sunt destul de putini pentru un magazin atat de mare si nu pot oferi si informatii si sa aduca si produse. </s>",shop diversity is negative; staff availability is negative; staff competency is negative,"En raison des concours organisés, le personnel n'a pas suffisamment de temps pour apporter et d'autres marchandises sur les étagères. Ils sont trop peu nombreux pour un magasin aussi grand et ne peuvent pas fournir d'informations et apporter des produits en même temps.",Romanian,"Din cauza concursurilor organizate, personalul nu are suficient timp pentru a aduce și alte mărfuri pe rafturi. Sunt prea puțini pentru un magazin atât de mare și nu pot furniza informații și aduce produse în același timp.",由于举办的比赛，员工没有足够的时间来摆放和补充货架上的其他商品。他们对于这么大的商店来说人手太少，不能同时提供信息和摆放产品。,"Din cauza concursurilor organizate, angajații nu au avut suficient timp pentru a aranja și reîmprospăta rafturile cu alte produse. Ei sunt prea puțini pentru o astfel de mare magazin, nu pot oferi în același timp informații și expune produse."
produse mai diversemai multe articole la raionul vanatoarereducerile sa fie anuntate din timp si pe email,431796,"{'choices': ['shop diversity - negative', 'promotions - negative']}",22,manual,produse mai diversemai multe articole la raionul vanatoarereducerile sa fie anuntate din timp si pe email,produse mai diversemai multe articole la raionul vanatoarereducerile sa fie anuntate din timp si pe email </s>,shop diversity is negative; promotions is negative,produits plus diversplus d'articles dans le rayon de chasseles réductions doivent être annoncées à l'avance et par e-mail,Romanian,"produse mai diverse, mai multe articole în raza de vânătoare, reducerile trebuie anunțate din timp și prin e-mail",产品种类更多，狩猎范围内的商品增加，折扣必须提前宣布并通过电子邮件通知,"Există mai multe tipuri de produse, gama de produse din aria de vânzare crește, reducerile trebuie anunțate în prealabil și notificate prin e-mail"
am sa revin cu placere la cumparaturi impreuna cu prietenii si familia.,431797,misc - neutral,22,manual,am sa revin cu placere la cumparaturi impreuna cu prietenii si familia.,am sa revin cu placere la cumparaturi impreuna cu prietenii si familia. </s>,misc is neutral,Je vais revenir avec plaisir faire des achats avec mes amis et ma famille,Romanian,Voi reveni cu plăcere să fac cumpărături cu prietenii și familia mea,我很高兴能和朋友、家人一起回来购物,Sunt foarte fericit că pot veni înapoi cu prietenii și familia mea pentru a face cumpărături
"Deschiderea unui numar mai mare de case de marcat, mai multi angajati disponibili pentru consiliere pe raioane,",431800,"{'choices': ['service - negative', 'staff availability - negative']}",22,manual,"Deschiderea unui numar mai mare de case de marcat, mai multi angajati disponibili pentru consiliere pe raioane,","Deschiderea unui numar mai mare de case de marcat, mai multi angajati disponibili pentru consiliere pe raioane, </s>",service is negative; staff availability is negative,"L'ouverture d'un plus grand nombre de guichets, plus d'employés disponibles pour conseiller par région,",Romanian,"Deschiderea unui număr mai mare de ghișee, mai mulți angajați disponibili pentru consiliere pe regiuni",开设更多的窗口，每个地区都有更多的员工提供咨询服务,"Deschideți mai multe ferestre, în fiecare regiune există mai mulți angajați care oferă servicii de consultanță"
Personal aproape absent in interactiunea cu cumparatorul. Aspect general in toate magazinele Decathlon.,431802,staff availability - negative,22,manual,Personal aproape absent in interactiunea cu cumparatorul. Aspect general in toate magazinele Decathlon.,Personal aproape absent in interactiunea cu cumparatorul. Aspect general in toate magazinele Decathlon. </s>,staff availability is negative,Personnel quasi absent dans l'interaction avec l'acheteur. Aspect général dans tous les magasins Decathlon.,Romanian,Personal aproape inexistent în interacțiunea cu cumpărătorul. Aspect general în toate magazinele Decathlon.,与买家互动时人员几乎缺席，这是Decathlon所有商店的普遍现象,Personalul aproape lipsă atunci când interacționează cu cumpărătorii este o caracteristică generală a tuturor magazinelor Decathlon
Prea putini angajati.Am cumparat o bicicleta si am asteptat o ora pt ca cei doi baieti nu faceau fata.Baiatul care ne-a vandut bicicleta(cel mic de statura si cred ca avea ochelari)foarte amabil si cu mult bun simt.Bv lui.,431805,"{'choices': ['staff availability - negative', 'staff competency - positive']}",22,manual,Prea putini angajati.Am cumparat o bicicleta si am asteptat o ora pt ca cei doi baieti nu faceau fata.Baiatul care ne-a vandut bicicleta(cel mic de statura si cred ca avea ochelari)foarte amabil si cu mult bun simt.Bv lui.,Prea putini angajati.Am cumparat o bicicleta si am asteptat o ora pt ca cei doi baieti nu faceau fata.Baiatul care ne-a vandut bicicleta(cel mic de statura si cred ca avea ochelari)foarte amabil si cu mult bun simt.Bv lui. </s>,staff availability is negative; staff competency is positive,"Trop peu d'employés. J'ai acheté un vélo et j'ai attendu une heure parce que les deux garçons n'y arrivaient pas. Le garçon qui nous a vendu le vélo (le petit avec des lunettes, je crois) était très aimable et avait beaucoup de bon sens. Bien à lui.",Romanian,"Prea puțini angajați. Am cumpărat un bicicletă și am așteptat o oră pentru că cei doi băieți nu se descurcau. Băiatul care ne-a vândut bicicleta (cel mic cu ochelari, cred) a fost foarte amabil și avea mult bun simț. Felicitări lui.",员工太少，我买了辆自行车，等了一个小时，因为两位年轻人忙不过来。卖自行车给我们的那个男孩（我想是戴眼镜的那个小个子）非常友好，很有常识，真赞!,"Angajații erau prea puțini, am cumpărat o bicicletă, am așteptat o oră pentru că cei doi tineri nu puteau face față. Băiatul care ne-a vândut bicicleta (cred că era cel cu ochelari și de statură mică) a fost foarte amabil, foarte conștient, bravo!"
"fata de la casa de marcat total dezinteresata ,,,,se juca cu un coleg iar un membru de la paza era partas la actiune..........!",431813,"{'choices': ['security - negative', 'staff competency - negative']}",22,manual,"fata de la casa de marcat total dezinteresata ,,,,se juca cu un coleg iar un membru de la paza era partas la actiune..........!","fata de la casa de marcat total dezinteresata ,,,,se juca cu un coleg iar un membru de la paza era partas la actiune..........! </s>",security is negative; staff competency is negative,"la fille à la caisse totalement désintéressée,,,, jouait avec un collègue et un membre de la sécurité était partenaire dans l'action..........!",Romanian,"Fata de la casa de marcat era total neinteresată,,,,, se juca cu un coleg și un membru al echipei de securitate era partener în acțiune..........!","收银台的女孩完全不感兴趣,,,,和同事玩耍，保安也参与其中.........!","Fata de la casa de marcat nu era deloc interesată,,,, se juca cu colegii, iar și paznicul participa........!"
amenajarea unor limite clare de folosință a produselor in cadrul magazinului . evitând riscul de accidentare a clientilor si angajatilor . in linii mari trebuie sa faci un adevarat slalom intre copiii care se cred la disneyland.,431826,environment - negative,22,manual,amenajarea unor limite clare de folosință a produselor in cadrul magazinului . evitând riscul de accidentare a clientilor si angajatilor . in linii mari trebuie sa faci un adevarat slalom intre copiii care se cred la disneyland.,amenajarea unor limite clare de folosință a produselor in cadrul magazinului . evitând riscul de accidentare a clientilor si angajatilor . in linii mari trebuie sa faci un adevarat slalom intre copiii care se cred la disneyland. </s>,environment is negative,"l'aménagement de limites claires d'utilisation des produits dans le magasin, en évitant le risque d'accident pour les clients et les employés. En gros, il faut faire un véritable slalom entre les enfants qui pensent être à Disneyland.",Romanian,"amenajarea unor limite clare de utilizare a produselor în magazin, evitând riscul de accidente pentru clienți și angajați. În esență, trebuie să faci un adevărat slalom printre copii care cred că sunt la Disneyland.",在商店中明确划定产品使用的界限，避免顾客和员工发生事故的风险。简而言之，就是需要在孩子们以为自己在迪士尼乐园时，在他们之间进行一场真正的穿梭游戏。,"În magazin, limitele utilizării produselor trebuie să fie clar definite pentru a evita riscul producerii de accidente între clienți și angajați. Să spunem pur și simplu că este nevoie de un joc real de evitare între ei, atunci când copiii cred că sunt în Disneyland."
"am stat destul de mult timp la casa de schimb produse,ca apoi cand am ajuns la casa sa mi se spuna ca papucii sunt incercati(pai normal ca sunt incercati-altfel cum as fi putut sa-mi dau seama ca nu imi vin).Inca un detaliu-au trecut doar 2 saptamani de cand i-am cumparat(termenul de ramburs este de 30 zile,sau nu?",431827,"{'choices': ['return warranty - negative', 'service - negative']}",22,manual,"am stat destul de mult timp la casa de schimb produse,ca apoi cand am ajuns la casa sa mi se spuna ca papucii sunt incercati(pai normal ca sunt incercati-altfel cum as fi putut sa-mi dau seama ca nu imi vin).Inca un detaliu-au trecut doar 2 saptamani de cand i-am cumparat(termenul de ramburs este de 30 zile,sau nu?","am stat destul de mult timp la casa de schimb produse,ca apoi cand am ajuns la casa sa mi se spuna ca papucii sunt incercati(pai normal ca sunt incercati-altfel cum as fi putut sa-mi dau seama ca nu imi vin).Inca un detaliu-au trecut doar 2 saptamani de cand i-am cumparat(termenul de ramburs este de 30 zile,sau nu? </s>",return warranty is negative; service is negative,"J'ai passé suffisamment de temps à la maison d'échange de produits, pour qu'une fois arrivé chez eux, on me dise que les pantoufles ont été essayées (ben normal qu'elles aient été essayées, sinon comment aurais-je pu savoir qu'elles ne m'allaient pas ?). Un autre détail : seules 2 semaines se sont écoulées depuis que je les ai achetés (le délai de remboursement est de 30 jours, n'est-ce pas ?",Romanian,"Am petrecut suficient timp la casa de schimb de produse, astfel încât odată ajuns acasă la ei, să mi se spună că papucii au fost încercați (e normal că au fost încercați, altfel cum aș fi putut ști că nu-mi vin?). Un alt detaliu: au trecut doar 2 săptămâni de când i-am cumpărat (termenul de rambursare este de 30 de zile, nu?",我在商品交换的家里花了足够的时间，直到我到达他们那里，他们才告诉我拖鞋已经被试穿了（正常的，如果没有试穿，我怎么知道它们不适合我呢？）。另一个细节：自从我购买它们已经过去两周了（退款期限是30天，对吧？）,"Am petrecut suficient timp în schimbul de produse acasă, până când am ajuns la ei, mi-au spus că papucii au fost încercați (normal, dacă nu i-aș fi încercat, cum aș fi știut că nu-mi vin?). Un alt detaliu: de când le-am cumpărat au trecut două săptămâni (termenul de rambursare este de 30 de zile, nu?),"
RECOMAND ACEST MAGAZIN DOAR PENTRU CEEA CE A FOST IN TRECUT (IN PRIMII 2 ANI) SI PENTRU CA IN BRASOV NU PREA EXISTA CONCURENTA IN ACEST DOMENIU. CEILALTI SUNT SI MAI SLABI CA VOI!,431831,misc - neutral,22,manual,RECOMAND ACEST MAGAZIN DOAR PENTRU CEEA CE A FOST IN TRECUT (IN PRIMII 2 ANI) SI PENTRU CA IN BRASOV NU PREA EXISTA CONCURENTA IN ACEST DOMENIU. CEILALTI SUNT SI MAI SLABI CA VOI!,RECOMAND ACEST MAGAZIN DOAR PENTRU CEEA CE A FOST IN TRECUT (IN PRIMII 2 ANI) SI PENTRU CA IN BRASOV NU PREA EXISTA CONCURENTA IN ACEST DOMENIU. CEILALTI SUNT SI MAI SLABI CA VOI! </s>,misc is neutral,"JE RECOMMANDE CE MAGASIN UNIQUEMENT POUR CE QU'IL ÉTAIT DANS LE PASSÉ (DURANT LES 2 PREMIÈRES ANNÉES) ET PARCE QUE À BRAŞOV, IL N'Y A PAS VRAIMENT DE CONCURRENCE DANS CE DOMAINE. LES AUTRES SONT ENCORE PLUS FAIBLES QUE VOUS !",Romanian,VĂU ÎI RECOMAND MAGAZINUL ACESTA DOAR PENTRU CEEA CE A FOST ÎN TRECUT (ÎN PRIMELE 2 ANI) ŞI FIINDCĂ LA BRAŞOV NU EXISTĂ O CONCURENŢĂ REALĂ ÎN DOMENIUL ACESTA. CEILALŢI SUNT CHIAR MAI SLABI DECÂT DVOSTRĂ!,我只推荐这家店是因为它过去的表现（在最初的两年里）以及因为在布拉索夫没有真正的竞争对手。在这个领域，其他人比你们还要弱！,"Vă recomand acest magazin doar din cauza performanței sale anterioare (în primii doi ani) și pentru că în Brașov nu există adevărați concurenți. În acest domeniu, alții sunt mai slabi decât voi!"
DECATHLON este un progres evident pentru comertul din Romania.NU VA MAXIMIZATI PROFITUL pe baza REDUCERII DE PERSONAL!,431840,staff availability - negative,22,manual,DECATHLON este un progres evident pentru comertul din Romania.NU VA MAXIMIZATI PROFITUL pe baza REDUCERII DE PERSONAL!,DECATHLON este un progres evident pentru comertul din Romania.NU VA MAXIMIZATI PROFITUL pe baza REDUCERII DE PERSONAL! </s>,staff availability is negative,DECATHLON est un progrès évident pour le commerce en Roumanie. NE MAXIMISEZ PAS LE PROFIT sur la base de la REDUCTION DU PERSONNEL !,Romanian,DECATHLON reprezintă un progres evident pentru comerțul din România. NU MAXIMIZAȚI PROFITUL pe baza REDUCERII PERSONALULUI!,DECATHLON 是罗马尼亚商业的明显进步。不要以裁员为基础来最大化利润！,DECATHLON este un progres evident în comerțul românesc. Nu maximizați profiturile pe baza reducerii personalului!
"Domnul de la paza ciocanea prea des la cabina mea, la inceput a zis ca a fost ca sa verifice dar apoi mi se parea ca ciocane la intervale foarte scurte. Devenise agasant.",431842,security - negative,22,manual,"Domnul de la paza ciocanea prea des la cabina mea, la inceput a zis ca a fost ca sa verifice dar apoi mi se parea ca ciocane la intervale foarte scurte. Devenise agasant.","Domnul de la paza ciocanea prea des la cabina mea, la inceput a zis ca a fost ca sa verifice dar apoi mi se parea ca ciocane la intervale foarte scurte. Devenise agasant. </s>",security is negative,"Monsieur de la sécurité frappait trop souvent à la cabine, au début il a dit que c'était pour vérifier mais ensuite il m'a semblé qu'il frappait à des intervalles très courts. C'est devenu agaçant.",Romanian,"Domnul de la securitate bătea prea des la cabină, la început a spus că era pentru a verifica, dar apoi mi s-a părut că bătea la intervale foarte scurte. A devenit enervant.",安全部的先生经常敲柜台，开始他说是为了检查，但后来我觉得他敲得太频繁了。这变得很烦人。,"Domnul de la departamentul de securitate obișnuia să bată în tejghea, și la început spunea că este pentru a verifica, dar mai târziu am simțit că bate prea des. A devenit foarte enervant."
"Asa cum a spus si colegul mai sus, e o problema cu combinatiile de viteze. Daca nu se recomanda, pentru care motiv producatorul a ales aceste combinatii (numarul foi de angrenaj si pinioane butuc)? E ca si cum mi-as cumpara o sticla cu suc, dar din care nu pot bea, trebuie sa-mi pun in pahar pentru ca aceasta e situatia ideala si mai mult de atat, nu poti pune in pahar tot sucul din sticla desi il platesti... totusi recomand produsul pentru ca aceste piese se pot schimba ulterior.Apropo: link-ul pus la comentariul anterior nu functioneaza... deci informarea e maxima.",431844,"{'choices': ['product - negative', 'product - positive', 'tech support - negative']}",22,manual,"Asa cum a spus si colegul mai sus, e o problema cu combinatiile de viteze. Daca nu se recomanda, pentru care motiv producatorul a ales aceste combinatii (numarul foi de angrenaj si pinioane butuc)? E ca si cum mi-as cumpara o sticla cu suc, dar din care nu pot bea, trebuie sa-mi pun in pahar pentru ca aceasta e situatia ideala si mai mult de atat, nu poti pune in pahar tot sucul din sticla desi il platesti... totusi recomand produsul pentru ca aceste piese se pot schimba ulterior.Apropo: link-ul pus la comentariul anterior nu functioneaza... deci informarea e maxima.","Asa cum a spus si colegul mai sus, e o problema cu combinatiile de viteze. Daca nu se recomanda, pentru care motiv producatorul a ales aceste combinatii (numarul foi de angrenaj si pinioane butuc)? E ca si cum mi-as cumpara o sticla cu suc, dar din care nu pot bea, trebuie sa-mi pun in pahar pentru ca aceasta e situatia ideala si mai mult de atat, nu poti pune in pahar tot sucul din sticla desi il platesti... totusi recomand produsul pentru ca aceste piese se pot schimba ulterior.Apropo: link-ul pus la comentariul anterior nu functioneaza... deci informarea e maxima. </s>",product is negative; tech support is positive,"Comme l'a déjà dit mon collègue plus haut, il y a un problème avec les combinaisons de vitesses. Si ce n'est pas recommandé, pourquoi le fabricant a-t-il choisi ces combinaisons (nombre d'engrenages et de pignons de roue)? C'est comme si j'achetais une bouteille de jus, mais que je ne puisse pas boire directement, il faut que je verse le liquide dans un verre car c'est la situation idéale et bien plus encore, vous ne pouvez pas verser tout le jus de la bouteille dans le verre même si vous le payez... Pourtant, je recommande le produit car ces pièces peuvent être remplacées ultérieurement. Au passage : le lien posté dans le commentaire précédent ne fonctionne pas... Donc l'information est maximale.",Romanian,"Așa cum a spus deja colegul meu mai sus, există o problemă cu combinațiile de viteze. Dacă nu este recomandat, de ce producătorul a ales aceste combinații (număr de trepte și pinioane de roată)? Este ca și cum aș cumpăra o sticlă de suc, dar nu aș putea bea direct, trebuie să torn lichidul într-un pahar pentru că este situația ideală și mult mai mult, nu puteți turna tot sucul din sticlă în pahar chiar dacă îl plătiți... Totuși, recomand produsul pentru că aceste piese pot fi înlocuite ulterior. Pe lângă asta: link-ul postat în comentariul anterior nu funcționează... Așadar, informația este maximă.",正如我刚才的同事所说，有一个问题是关于齿轮组合。如果不推荐，为什么制造商会选择这些组合（齿轮和车轮齿数）？这就像我买了一瓶果汁，但不能直接喝，我必须把液体倒入玻璃杯，因为这是理想的情况，并且更糟糕的是，即使你付了钱，你也不能把整个果汁倒入玻璃杯...然而，我还是推荐这个产品，因为这些部件可以在以后被替换。另外，上一个评论中发布的链接无法工作...因此，信息是最全面的。,"Așa cum a spus colegul meu mai devreme, există o problemă legată de combinațiile de roți dințate. Dacă nu sunt recomandate, de ce producătorii le aleg pe acestea (combinații de roți dințate și număr de dinți)? Este ca și cum aș cumpăra o sticlă de suc, dar nu aș putea să o beau direct, trebuind să turn sucul într-un pahar, pentru că aceasta este situația ideală și, mai rău, chiar dacă plătești, nu poți să torni întregul suc în pahar... Totuși, încă recomand acest produs, deoarece componentele pot fi înlocuite ulterior. De asemenea, link-ul postat în comentariul anterior nu funcționează... Prin urmare, informațiile sunt cele mai complete."
Multumit. Sistemul de acordare puncte de fidelitate poate fi imbunatatit. Nu este cel mai atragator...,431849,tech support - negative,22,manual,Multumit. Sistemul de acordare puncte de fidelitate poate fi imbunatatit. Nu este cel mai atragator...,Multumit. Sistemul de acordare puncte de fidelitate poate fi imbunatatit. Nu este cel mai atragator... </s>,tech support is negative,Merci. Le système d'attribution de points de fidélité peut être amélioré. Il n'est pas le plus attrayant...,Romanian,Mulțumesc. Sistemul de atribuire a punctelor de fidelitate poate fi îmbunătățit. Nu este cel mai atractiv...,谢谢。忠诚度积分制度可以改进，它不是最有吸引力的...,"Mulțumesc. Sistemul de puncte de fidelitate poate fi îmbunătățit, nu este cel mai atractiv..."
"Nu mi-au fost livrate toate produsele, cu toate ca la curier le-am platit pe toate.Dupa reclamatie la Decathlon, mi-au fost livrate si restul produdelor.",431853,delivery - negative,22,manual,"Nu mi-au fost livrate toate produsele, cu toate ca la curier le-am platit pe toate.Dupa reclamatie la Decathlon, mi-au fost livrate si restul produdelor.","Nu mi-au fost livrate toate produsele, cu toate ca la curier le-am platit pe toate.Dupa reclamatie la Decathlon, mi-au fost livrate si restul produdelor. </s>",delivery is negative,"On ne m'a pas livré tous les produits, bien que j'ai payé pour tous les produits au livreur. Après réclamation auprès de Decathlon, le reste des produits m'a été livré.",Romanian,"Nu mi s-au livrat toate produsele, chiar dacă am plătit pentru toate produsele la livrator. După reclamație depusă la Decathlon, restul produselor mi-a fost livrat.",他们没有给我送来所有的产品，尽管我已经向配送员支付了所有产品的费用。在投诉迪卡侬之后，其余的产品被送到了我这里。,"Nu mi-au adus toate produsele, deși i-am plătit already livratorului costul tuturor produselor. După ce am depus o plângere la Decathlon, restul produselor au fost livrate către mine."
Am comandat ceva si am primit altceva.Pe eticheta de hârtie scria 3xl pe posteriorul pentagonului scria 2xl,431855,delivery - negative,22,manual,Am comandat ceva si am primit altceva.Pe eticheta de hârtie scria 3xl pe posteriorul pentagonului scria 2xl,Am comandat ceva si am primit altceva.Pe eticheta de hârtie scria 3xl pe posteriorul pentagonului scria 2xl </s>,delivery is negative,"J'ai commandé quelque chose et j'ai reçu autre chose. L'étiquette en papier indiquait 3XL, mais sur le dos du pentagone il était écrit 2XL",Romanian,"Am comandat ceva și am primit altceva. Eticheta de hârtie indica 3XL, dar pe spatele pentagonului era scris 2XL",我订购了某样东西，但收到了其他东西。纸标签上写着3XL，但五边形背面写着2XL,"Am comandat ceva, dar am primit altceva. Eticheta de pe hârtie scria 3XL, dar partea pentagonală din spate scria 2XL"
"Plin de copii cu biciclete,trotinete role etc care nu se uita pe unde merg...",431858,environment - negative,22,manual,"Plin de copii cu biciclete,trotinete role etc care nu se uita pe unde merg...","Plin de copii cu biciclete,trotinete role etc care nu se uita pe unde merg... </s>",environment is negative,"Plein d'enfants avec des bicyclettes, des trotinettes, des rollers, etc. qui ne regardent pas où ils vont...",Romanian,"Mulți copii cu biciclete, trotinete, role, etc. care nu se uită unde merg...",很多孩子骑着自行车、滑板车、轮滑鞋等，不看路就乱走...,"Mulți copii merg cu bicicleta, trotineta, rolele și altele, fără să se uite pe drum..."
"Copiii care gonesc cu bicicletele prin magazin sunt un adevarat pericol pentru ceilalti copii, chiar si pentru cei insotiti! Nu ar trebui sa le permiteti sau ar trebui sa stabiliti o limita de varsta sub care acest lucru sa fie interzis.",431860,environment - negative,22,manual,"Copiii care gonesc cu bicicletele prin magazin sunt un adevarat pericol pentru ceilalti copii, chiar si pentru cei insotiti! Nu ar trebui sa le permiteti sau ar trebui sa stabiliti o limita de varsta sub care acest lucru sa fie interzis.","Copiii care gonesc cu bicicletele prin magazin sunt un adevarat pericol pentru ceilalti copii, chiar si pentru cei insotiti! Nu ar trebui sa le permiteti sau ar trebui sa stabiliti o limita de varsta sub care acest lucru sa fie interzis. </s>",environment is negative,"Les enfants qui courent avec des bicyclettes dans le magasin sont un véritable danger pour les autres enfants, même pour ceux qui sont accompagnés ! Vous ne devriez pas leur permettre ou vous devriez établir une limite d'âge en dessous de laquelle cela est interdit.",Romanian,"Copiii care aleargă cu bicicletele prin magazin sunt o adevărată primejdie pentru ceilalți copii, chiar și pentru cei însoțiți! Nu ar trebui să le permiteți sau ar trebui să stabiliți o limită de vârstă sub care acest lucru este interzis.",让孩子们在商店里骑着自行车奔跑，对其他的孩子来说是一个真正的危险，即使是那些被监护的人！你不应该允许他们这样做，或者你应该设定一个年龄限制，在这个年龄以下是禁止的。,"Să laşi copiii să alerge cu bicicleta prin magazine este un adevărat pericol pentru ceilalţi copii, chiar și pentru cei care sunt supravegheaţi! Nu ar trebui să le permiti acest lucru sau ar trebui să stabileşti o limită de vârstă sub care este interzis."
Aprovizionarea cu produse de sezon foarte slabă.Nici pe magazinul online nu am găsit disponibilitate şi nici nu poți face comanda din alte magazine Decathlon.,431861,"{'choices': ['tech support - negative', 'shop diversity - negative']}",22,manual,Aprovizionarea cu produse de sezon foarte slabă.Nici pe magazinul online nu am găsit disponibilitate și nici nu poți face comanda din alte magazine Decathlon.,Aprovizionarea cu produse de sezon foarte slabă.Nici pe magazinul online nu am găsit disponibilitate și nici nu poți face comanda din alte magazine Decathlon. </s>,tech support is negative; shop diversity is negative,L'approvisionnement en produits de saison est très faible. Je n'ai pas non plus trouvé de disponibilité sur le magasin en ligne et vous ne pouvez pas passer commande dans d'autres magasins Decathlon.,Romanian,Aprovizionarea cu produse de sezon este foarte scăzută. Nici nu am găsit disponibilitate pe magazinul online și nu puteți plasa comenzi în alte magazine Decathlon.,季节性产品的供应非常少。我也没有在网上商店找到任何可用性，您也无法在其他Decathlon商店下单。,"Aprovizionarea cu produse de sezon este foarte scăzută. Nici nu am găsit disponibilitate în magazinele online, nici nu puteți comanda din alte magazine Decathlon."
"Este neplacut cand incerci sa cauti ceva sa te simti in nesiguranta pt ca trebuie sa te feresti o bicicleta, o trotineta sau altele...",431863,environment - negative,22,manual,"Este neplacut cand incerci sa cauti ceva sa te simti in nesiguranta pt ca trebuie sa te feresti o bicicleta, o trotineta sau altele...","Este neplacut cand incerci sa cauti ceva sa te simti in nesiguranta pt ca trebuie sa te feresti o bicicleta, o trotineta sau altele... </s>",environment is negative,"C'est désagréable lorsque vous essayez de chercher quelque chose et que vous vous sentez en insécurité parce que vous devez vous méfier d'un vélo, d'une trottinette ou d'autres choses...",Romanian,"Este neplăcut când încerci să cauți ceva și te simți în nesiguranță pentru că trebuie să te ferești de un bicicletă, un skateboard sau alte lucruri...",当你尝试寻找某些东西时，感到不安因为你必须小心地避开自行车、滑板车或其他东西，这种感觉很不舒服...,"Când încerci să cauți ceva și te simți inconfortabil pentru că trebuie să eviți cu atenție biciclete, skate-uri sau alte lucruri, senzația este foarte neplăcută..."
Una spuneti referitor la returnarea produselor iar alta faceti cand vine vorba sa va tineti de cuvint.,431865,return warranty - negative,22,manual,Una spuneti referitor la returnarea produselor iar alta faceti cand vine vorba sa va tineti de cuvint.,Una spuneti referitor la returnarea produselor iar alta faceti cand vine vorba sa va tineti de cuvint. </s>,return warranty is negative,L'une vous parlez de retour des produits et l'autre vous faites quand il s'agit de tenir vos promesses.,Romanian,Una vă vorbește despre returnarea produselor și cealaltă face când vine vorba de ținerea promisiunilor.,一個是你們在說回報的產品，另一个是在談到履行承諾時你們的做法。,"Unul este produsul despre care vorbiți în legătură cu raportarea, iar celălalt se referă la modul în care îndepliniți promisiunile."
"Magazin foarte aglomerat, produse aruncate pe jos, incaltaminte desperecheata, rafturi incomplete.",431870,"{'choices': ['shop diversity - negative', 'environment - negative', 'shop organization - negative']}",22,manual,"Magazin foarte aglomerat, produse aruncate pe jos, incaltaminte desperecheata, rafturi incomplete.","Magazin foarte aglomerat, produse aruncate pe jos, incaltaminte desperecheata, rafturi incomplete. </s>",shop diversity is negative; environment is negative; shop organization is negative,"Magasin très encombré, produits jetés par terre, chaussures dépareillées, étagères incomplètes.",Romanian,"Magazin foarte aglomerat, produse aruncate pe jos, încălțăminte decuplate, rafturi incomplete.",商店非常拥挤，产品被丢在地上，鞋子不配对，货架不完整。,"Magazinul este extrem de aglomerat, produsele sunt aruncate pe jos, încălțămintea nu este împerecheată, rafturile sunt incomplete."
