text,id,aspects_polarities,annotator,data_origin,text_cleaned,absa_input,absa_target,cmlm_raw_text
"In descrierea acesteia, ca justificare pentru pretul ridicat sunt trecute un nr de gauri pentru aerisire ce te va ajuta sa nu transpiri abundent. In realitate si cu aceasta si cea standard ce este la jumatate din  Pret transpiri la fel !",431573,"{'choices': ['product - negative', 'price - negative']}",22,manual,"In descrierea acesteia, ca justificare pentru pretul ridicat sunt trecute un nr de gauri pentru aerisire ce te va ajuta sa nu transpiri abundent. In realitate si cu aceasta si cea standard ce este la jumatate din Pret transpiri la fel !","Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: In descrierea acesteia, ca justificare pentru pretul ridicat sunt trecute un nr de gauri pentru aerisire ce te va ajuta sa nu transpiri abundent. In realitate si cu aceasta si cea standard ce este la jumatate din Pret transpiri la fel ! </s>",product is negative; price is negative,"Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: . in descrierea acesteiei, ca si pentru aerisire sunt trecute un nr de benzi pentru aerisire ce te va ajuta sa nu transpiri abundent. in realitate si cu aceasta si cea standard ce este la jumatate din pret transpiri la fel!</s>"
Găsiți o soluție pentru încasările din weekend. Oferiți ceva clienților cât timp așteaptă sa plătească.,431574,misc - neutral,22,manual,Găsiți o soluție pentru încasările din weekend. Oferiți ceva clienților cât timp așteaptă sa plătească.,Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: Găsiți o soluție pentru încasările din weekend. Oferiți ceva clienților cât timp așteaptă sa plătească. </s>,misc is neutral,Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: . găsiți o ofertă pentru masa din weekend. oferiți ceva clienților cât timp așteaptă sa plătească.</s>
"Probabil am fost dezamagit si ca nu am gasit nici un numar potrivit la produsele pe care le-am probat, si ca era destul de mare galagie facuta de copiii care alergau si se jucau prin magazin fara sa fi fost atentionati",431575,"{'choices': ['environment - negative', 'shop diversity - negative']}",22,manual,"Probabil am fost dezamagit si ca nu am gasit nici un numar potrivit la produsele pe care le-am probat, si ca era destul de mare galagie facuta de copiii care alergau si se jucau prin magazin fara sa fi fost atentionati","Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: Probabil am fost dezamagit si ca nu am gasit nici un numar potrivit la produsele pe care le-am probat, si ca era destul de mare galagie facuta de copiii care alergau si se jucau prin magazin fara sa fi fost atentionati </s>",environment is negative; shop diversity is negative,"Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: . probabil am fost dezamagit si ca nu am gasit nici un numar potrivit la cele pe care le - am probat, si ca era destul de mare galagie mare de oameni care alergau si se jucau prin magazin fara sa fi fost atentionati</s>"
Buna ziua. Am ajuns ieri 31.08.17 in magazinul din Brasov pentru a achizitiona o cutie de izotonic praf marca Isostar brusc costa 50 de lei cel putin acesta era pretul afisat la raft. Sunt destul de nemultumit de aceasat scump[ire avand in vedere ca acum cateva luni costa 35 de lei fara reduceri. Evident ca pe situl dvs. apar ambele produse dar in magazin nu... ca de obicei.,431576,"{'choices': ['price - negative', 'shop organization - negative']}",22,manual,Buna ziua. Am ajuns ieri 31.08.17 in magazinul din Brasov pentru a achizitiona o cutie de izotonic praf marca Isostar brusc costa 50 de lei cel putin acesta era pretul afisat la raft. Sunt destul de nemultumit de aceasat scump[ire avand in vedere ca acum cateva luni costa 35 de lei fara reduceri. Evident ca pe situl dvs. apar ambele produse dar in magazin nu... ca de obicei.,Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: Buna ziua. Am ajuns ieri 31.08.17 in magazinul din Brasov pentru a achizitiona o cutie de izotonic praf marca Isostar brusc costa 50 de lei cel putin acesta era pretul afisat la raft. Sunt destul de nemultumit de aceasat scump[ire avand in vedere ca acum cateva luni costa 35 de lei fara reduceri. Evident ca pe situl dvs. apar ambele produse dar in magazin nu... ca de obicei. </s>,price is negative; shop organization is negative,Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: . buna ziua. am ajuns ieri 31. 08. 17 in magazinul din brasov pentru a lua o cutie de izotonic praf. isostar care costa 50 de lei cel putin acesta era pretul afisat la raft. sunt destul deltultumit de aceasi ieftin [ ire avand in vedere ca acum cateva luni costa 35 de lei fara reduceri. evident ca pe situl dvs. apar ambele oferte dar in magazin nu... ca de obicei.</s>
"As dori sa stiu daca exista un system buy-back la bicicletele micute de copii pentru ca fetita mea cea mica ar fi vrut o bicicleta noua in locul celei pe care a """"mostenit-o"""" de la sora ei mai mare.",431579,misc - neutral,22,manual,"As dori sa stiu daca exista un system buy-back la bicicletele micute de copii pentru ca fetita mea cea mica ar fi vrut o bicicleta noua in locul celei pe care a """"mostenit-o"""" de la sora ei mai mare.","Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: As dori sa stiu daca exista un system buy-back la bicicletele micute de copii pentru ca fetita mea cea mica ar fi vrut o bicicleta noua in locul celei pe care a """"mostenit-o"""" de la sora ei mai mare. </s>",misc is neutral,"Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: . as dori sa stiu daca exista un system buy - back la bicicletele micute de aici pentru ca fetita mea cea mica ar fi vrut o bicicleta noua in locul celei pe care a "" "" primit - o "" "" de la sora ei mai mare.</s>"
"Bicicleta comandata a venit câteva zile mai tarziu, nu m-a deranjat întârzierea, dar cand au montat-o au prins ceva gresit la ghidon, pentru ca acasa s-a desfăcut imediat, si am căutat mult timp un imbus potrivit.De atunci s-a mai desfăcut de 2 ori.Sarisfactia băiatului meu a fost zero cand a rămas cu ghidonul in mâna.Știți cât de greu se manevrează o bicicleta cu ghidonul nestrans?...",431580,"{'choices': ['delivery - negative', 'service - negative', 'staff competency - negative']}",22,manual,"Bicicleta comandata a venit câteva zile mai tarziu, nu m-a deranjat întârzierea, dar cand au montat-o au prins ceva gresit la ghidon, pentru ca acasa s-a desfăcut imediat, si am căutat mult timp un imbus potrivit.De atunci s-a mai desfăcut de 2 ori.Sarisfactia băiatului meu a fost zero cand a rămas cu ghidonul in mâna.Știți cât de greu se manevrează o bicicleta cu ghidonul nestrans?...","Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: Bicicleta comandata a venit câteva zile mai tarziu, nu m-a deranjat întârzierea, dar cand au montat-o au prins ceva gresit la ghidon, pentru ca acasa s-a desfăcut imediat, si am căutat mult timp un imbus potrivit.De atunci s-a mai desfăcut de 2 ori.Sarisfactia băiatului meu a fost zero cand a rămas cu ghidonul in mâna.Știți cât de greu se manevrează o bicicleta cu ghidonul nestrans?... </s>",delivery is negative; service is negative; staff competency is negative,"Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: . bicicleta comandata a venit câteva zile mai tarziu, nu m - a deranjat întârzierea, dar cand au montat - o au făcut ceva gresit la ea, pentru ca nu s - a rupt imediat, si am căutat mult timp un imbus potrivit. de atunci s - a mai desfăcut de 2 ori. rezultl meu a fost zero cand a venit cu ghidonul in jos. știți cât de greu se manevrează o bicicleta cu ghidonul nestrans?...</s>"
Timp de livrare destul de lung (mai lung decât la alte magazine on-line).Apreciez solicitudinea personalului din magazin.,431582,"{'choices': ['staff competency - positive', 'delivery - negative']}",22,manual,Timp de livrare destul de lung (mai lung decât la alte magazine on-line).Apreciez solicitudinea personalului din magazin.,Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: Timp de livrare destul de lung (mai lung decât la alte magazine on-line).Apreciez solicitudinea personalului din magazin. </s>,staff competency is positive; delivery is negative,Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: . timp de livrare destul de scurt ( mai lung decât la alte magazine on - line ). apreciez solicitudinea personalului din staff.</s>
"1. Mai multe produse pentru copii.La un moment dat erau f. multe produse pt. copii si era ok.2. Agentii de securitate sa nu mai intre peste clienti in cabinele de proba, in timp ce acestia probeaza diferite produse.Mentionez ca au intrat  in toate cabinele care erau ocupate la acel moment, fara a tine cont de sexul care ocupa cabina in acel moment. Daca asta este o procedura a magazinului, ar trebui informat clientul la intrarea in magazin.",431590,"{'choices': ['shop diversity - negative', 'security - negative']}",22,manual,"1. Mai multe produse pentru copii.La un moment dat erau f. multe produse pt. copii si era ok.2. Agentii de securitate sa nu mai intre peste clienti in cabinele de proba, in timp ce acestia probeaza diferite produse.Mentionez ca au intrat in toate cabinele care erau ocupate la acel moment, fara a tine cont de sexul care ocupa cabina in acel moment. Daca asta este o procedura a magazinului, ar trebui informat clientul la intrarea in magazin.","Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: 1. Mai multe produse pentru copii.La un moment dat erau f. multe produse pt. copii si era ok.2. Agentii de securitate sa nu mai intre peste clienti in cabinele de proba, in timp ce acestia probeaza diferite produse.Mentionez ca au intrat in toate cabinele care erau ocupate la acel moment, fara a tine cont de sexul care ocupa cabina in acel moment. Daca asta este o procedura a magazinului, ar trebui informat clientul la intrarea in magazin. </s>",shop diversity is negative; security is negative,"Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: . 1. mai multe produse pentru copii. la un moment dat erau f. multe produse pt. copii si era ok. 2. agentii de paza sa nu mai intre peste clienti in cabina de proba, in timp ce acestia probeaza diferite produse. mentionez ca au intrat in toate cabinele care erau ocupate la acel moment, fara a tine cont de sexul care ocupa cabina in acel moment. daca asta este o procedura a magazinului, ar trebui informat clientul la intrarea in cabina.</s>"
"Per total comanda a fost ok.Papucii comandati 41-42 mi-au fost livrati 40-41, fara sa fiu anuntata inainte de acest lucru :(",431592,"{'choices': ['delivery - positive', 'staff competency - negative']}",22,manual,"Per total comanda a fost ok.Papucii comandati 41-42 mi-au fost livrati 40-41, fara sa fiu anuntata inainte de acest lucru :(","Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: Per total comanda a fost ok.Papucii comandati 41-42 mi-au fost livrati 40-41, fara sa fiu anuntata inainte de acest lucru :( </s>",delivery is positive; staff competency is negative,"Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: . per total comanda a fost ok. papucii comandati 41 - 42 mi - au fost pe 40 - 41, fara sa fiu sunat inainte de acest lucru : (</s>"
"Marfa imprastiata peste tot. Aspect general neingrijit si multa mizerie, atat pe culoarele dintre raioane, cat mai ales in cabinele de proba.",431595,"{'choices': ['environment - negative', 'shop organization - negative']}",22,manual,"Marfa imprastiata peste tot. Aspect general neingrijit si multa mizerie, atat pe culoarele dintre raioane, cat mai ales in cabinele de proba.","Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: Marfa imprastiata peste tot. Aspect general neingrijit si multa mizerie, atat pe culoarele dintre raioane, cat mai ales in cabinele de proba. </s>",environment is negative; shop organization is negative,"Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: . marfa este peste tot. aspect : neingrijit si multa lume, atat pe culoarele dintre raioane, cat mai ales in cabineele de proba.</s>"
