text,id,aspects_polarities,annotator,data_origin,text_cleaned,absa_input,absa_target,translated_Romanian_English,language,translated_English_Chinese,translated_Chinese_Romanian
folositi mai intens metode de aflare a parerii clientilor....spre exemplu chiar la casa prin intrebari de genul  ^^ A FOST TOTUL IN REGULA IN MAGAZINUL NOSTRU^^,432053,misc - neutral,22,manual,folositi mai intens metode de aflare a parerii clientilor....spre exemplu chiar la casa prin intrebari de genul ^^ A FOST TOTUL IN REGULA IN MAGAZINUL NOSTRU^^,folositi mai intens metode de aflare a parerii clientilor....spre exemplu chiar la casa prin intrebari de genul ^^ A FOST TOTUL IN REGULA IN MAGAZINUL NOSTRU^^ </s>,misc is neutral,"Use more intensive methods to find out the customers' opinions....for example, even at home through questions like ^^ WAS EVERYTHING OKAY IN OUR STORE? ^^",Romanian,使用更强有力的方法来了解客户的意见......例如，即使在家里，也可以通过类似的问题询问，例如 ^^ 您在我们的商店一切都还满意吗？^^,"Folosiți metode mai puternice pentru a înțelege opiniile clienților... de exemplu, chiar și acasă, puteți întreba prin intermediul unor întrebări similare, cum ar fi: ^^ Sunteți mulțumit de tot ceea ce se întâmplă în magazinul nostru? ^^"
"Nu inteleg de ce apar doar comentariile straine si nu cele romanesti.Am achizitionat acest sac de dormit recent, pentru seara de 5-6 august2016, drumetie pe Ceahlau, vf. Toaca.Nu ma asteptam sa fie asa de subtire sacul. Nu a facut fata, mi-a fost frig toata noaptea, desi temperatura era peste 16grade. Pretul este prea mare in comparatie cu referintele produsului, deoarece se gasesc produse la acelasi pret, cu referinte mult mai bine. L-as inapoia, dar  nu am de gand sa mai platesc si curierul, asa ca ma pricopsesc cu el. Probabil se preteaza la mare! :)))",432057,"{'choices': ['product - negative', 'tech support - negative', 'price - negative']}",22,manual,"Nu inteleg de ce apar doar comentariile straine si nu cele romanesti.Am achizitionat acest sac de dormit recent, pentru seara de 5-6 august2016, drumetie pe Ceahlau, vf. Toaca.Nu ma asteptam sa fie asa de subtire sacul. Nu a facut fata, mi-a fost frig toata noaptea, desi temperatura era peste 16grade. Pretul este prea mare in comparatie cu referintele produsului, deoarece se gasesc produse la acelasi pret, cu referinte mult mai bine. L-as inapoia, dar nu am de gand sa mai platesc si curierul, asa ca ma pricopsesc cu el. Probabil se preteaza la mare! :)))","Nu inteleg de ce apar doar comentariile straine si nu cele romanesti.Am achizitionat acest sac de dormit recent, pentru seara de 5-6 august2016, drumetie pe Ceahlau, vf. Toaca.Nu ma asteptam sa fie asa de subtire sacul. Nu a facut fata, mi-a fost frig toata noaptea, desi temperatura era peste 16grade. Pretul este prea mare in comparatie cu referintele produsului, deoarece se gasesc produse la acelasi pret, cu referinte mult mai bine. L-as inapoia, dar nu am de gand sa mai platesc si curierul, asa ca ma pricopsesc cu el. Probabil se preteaza la mare! :))) </s>",product is negative; tech support is negative; price is negative,"I don't understand why only foreign comments appear and not Romanian ones. I recently purchased this sleeping bag for the night of August 5-6, 2016, a hike on Ceahlau, Toaca peak. I didn't expect the sleeping bag to be so thin. It didn't perform well, I was cold all night, even though the temperature was above 16 degrees. The price is too high compared to the product's references, as there are products at the same price with much better features. I would return it, but I don't want to pay for the courier again, so I'll just keep it. It's probably suitable for summer! :)))",Romanian,我不明白为什么只有外国评论出现，而没有罗马尼亚的评论。我最近购买了这个睡袋，用于2016年8月5-6日夜晚在切哈勒山上的托卡峰远足。我没想到睡袋会这么薄。它的性能很差，即使温度超过16度，我整夜都感到寒冷。价格太高，与产品参考相比，因为同价位有更好的功能。 我想退货，但我不想再付快递费，所以我就保留吧。它可能适合夏天使用！：））,"Nu înțeleg de ce apar doar comentarii străine și nu există comentariii în limba română. Am cumpărat recent acest sac de dormit pentru drumeția pe vârful Toaca din munții Ceahlău, în noaptea de 5-6 august 2016. Nu m-am așteptat ca sacul de dormit să fie atât de subțire. Performanța lui a fost slabă, chiar și la temperaturi peste 16 grade, am simțit frig toată noaptea. Prețul este prea mare în comparație cu referințele produsului, deoarece la același preț există funcții mai bune. Aș fi vrut să returnez produsul, dar nu am vrut să plătesc din nou taxele de transport, așa că l-am păstrat. Poate este potrivit pentru utilizare în timpul verii!:))"
"Decathlon a ajuns un magazin de produse de calitate medie sau slaba. Nu prea exista in oferta produse premium si cele care apar nu sunt pe stoc sau nu au gama de marimi. Foarte putine produse si accesorii pentru alpinism, freeride, mountaineering. Un stoc minim in magazin ar fi bun, dar daca nu, atunci macar pe magazinul online. Magazinul online functioneaza prost si tot ce e interesant nu este pe stoc si nu poate fi comandat.",432058,"{'choices': ['quality - negative', 'shop diversity - negative', 'tech support - negative']}",22,manual,"Decathlon a ajuns un magazin de produse de calitate medie sau slaba. Nu prea exista in oferta produse premium si cele care apar nu sunt pe stoc sau nu au gama de marimi. Foarte putine produse si accesorii pentru alpinism, freeride, mountaineering. Un stoc minim in magazin ar fi bun, dar daca nu, atunci macar pe magazinul online. Magazinul online functioneaza prost si tot ce e interesant nu este pe stoc si nu poate fi comandat.","Decathlon a ajuns un magazin de produse de calitate medie sau slaba. Nu prea exista in oferta produse premium si cele care apar nu sunt pe stoc sau nu au gama de marimi. Foarte putine produse si accesorii pentru alpinism, freeride, mountaineering. Un stoc minim in magazin ar fi bun, dar daca nu, atunci macar pe magazinul online. Magazinul online functioneaza prost si tot ce e interesant nu este pe stoc si nu poate fi comandat. </s>",quality is negative; shop diversity is negative; tech support is negative,"Decathlon has become a store of medium or low-quality products. There are hardly any premium products in the offer and those that appear are either out of stock or don't have a size range. Very few products and accessories for alpinism, freeride, mountaineering. A minimum stock in the store would be good, but if not, then at least in the online store. The online store works poorly and everything interesting is out of stock and cannot be ordered.",Romanian,Decathlon已经变成了一个中低端产品的商店。几乎没有高端产品可供选择，而那些有售的高端产品要么缺货，要么没有足够的尺寸选择。攀岩、自由式滑雪和登山的产品和配件非常少。即使商店里备货最少也好，但至少在线上商店应该有货。在线商店功能很差，所有有趣的东西都缺货且无法下单。,"Decathlon s-a transformat într-un magazin de produse de mijloc și de jos. Aproape că nu există produse de înaltă calitate disponibile, iar cele care sunt vândute sau sunt epuizate, sau nu au suficiente variante de mărime. Există foarte puține produse și accesorii pentru alpinism, schi freestyle și drumeție. Chiar dacă în magazine există stocuri minimale, măcar online ar trebui să existe stoc. Magazinul online funcționează defectuos, toate lucrurile interesante sunt epuizate și nu pot fi comandate."
"PRO: sunt comode si calduroase, talpa usor curbata in fata si la calcai ajuta la mers.CONTRA: aluneca rau de tot pe asfalt umed.Ambalarea lasa de dorit! Au venit intr-o cutie in care incapeau lejer 2 perechi, cu o banda scotch cu sigla firmei (decathlon) care nici macar nu inchidea cutie cum trebuie.Firma de curierat e praf. Daca erau ceva electronice sau articole mai fragile, veneau sigur in bucati (atat de rau era lovita cutia).Lipsa certificat de garantie in cutie. A fost doar factura.",432061,"{'choices': ['product - positive', 'product - negative', 'delivery - negative', 'return warranty - negative']}",22,manual,"PRO: sunt comode si calduroase, talpa usor curbata in fata si la calcai ajuta la mers.CONTRA: aluneca rau de tot pe asfalt umed.Ambalarea lasa de dorit! Au venit intr-o cutie in care incapeau lejer 2 perechi, cu o banda scotch cu sigla firmei (decathlon) care nici macar nu inchidea cutie cum trebuie.Firma de curierat e praf. Daca erau ceva electronice sau articole mai fragile, veneau sigur in bucati (atat de rau era lovita cutia).Lipsa certificat de garantie in cutie. A fost doar factura.","PRO: sunt comode si calduroase, talpa usor curbata in fata si la calcai ajuta la mers.CONTRA: aluneca rau de tot pe asfalt umed.Ambalarea lasa de dorit! Au venit intr-o cutie in care incapeau lejer 2 perechi, cu o banda scotch cu sigla firmei (decathlon) care nici macar nu inchidea cutie cum trebuie.Firma de curierat e praf. Daca erau ceva electronice sau articole mai fragile, veneau sigur in bucati (atat de rau era lovita cutia).Lipsa certificat de garantie in cutie. A fost doar factura. </s>",product is positive; delivery is negative; return warranty is negative,"PRO: they are comfortable and warm, the slightly curved sole at the front and heel helps with walking. CON: they slip very badly on wet asphalt. The packaging leaves much to be desired! They came in a box that could easily fit 2 pairs, with a strip of tape with the company logo (Decathlon) that didn't even close the box properly. The courier company is terrible. If they were electronics or more fragile items, they would have arrived broken (the box was hit that badly). Lack of warranty certificate in the box. There was only the invoice.",Romanian,优点：它们舒适且保暖，前部和后跟的略微弯曲的鞋底有助于行走。缺点：它们在湿天然橡胶路面上打滑非常严重！包装非常令人失望！它们放在一个可以轻松放入两双鞋子的盒子里，只有一条带有公司标志（Decathlon）的胶带，甚至没有正确关闭盒子。快递公司很糟糕。如果是电子产品或更易碎的物品，它们可能会破损（盒子受到如此严重的撞击）。盒子里没有保修证书，只有发票。,"Avantajele: sunt confortabile și calde, talpa ușor curbată din față și spate ajută la mers. Dezavantajele: alunecă foarte tare pe suprafețele de cauciuc natural umede! Ambalajul este extrem de dezamăgitor! Sunt plasate într-o cutie care poate conține cu ușurință două perechi de încălțăminte, cu o singură bandă adezivă cu sigla companiei (Decathlon) și nici măcar nu închide corect cutia. Compania de curierat este foarte proastă. Dacă ar fi electronice sau articole mai fragile, s-ar putea deteriora (cutia a fost lovită atât de tare). În cutie nu există certificat de garanție, doar factura."
"Magazunul din Tg-Mures este o dezamagire totala, nedemn de numele Decathlon.Fara sortimente de produse, iar ce sunt disponibile sunt din clasa cea mai joasa posibila. Personal insuficient si adormit, fara minim de interes pentru cienti. Daca nu as cunoaste magazinul din alte localitati as ocoli cu siguranta!!!!",432063,"{'choices': ['product - negative', 'quality - negative', 'shop diversity - negative', 'staff availability - negative', 'staff competency - negative']}",22,manual,"Magazunul din Tg-Mures este o dezamagire totala, nedemn de numele Decathlon.Fara sortimente de produse, iar ce sunt disponibile sunt din clasa cea mai joasa posibila. Personal insuficient si adormit, fara minim de interes pentru cienti. Daca nu as cunoaste magazinul din alte localitati as ocoli cu siguranta!!!!","Magazunul din Tg-Mures este o dezamagire totala, nedemn de numele Decathlon.Fara sortimente de produse, iar ce sunt disponibile sunt din clasa cea mai joasa posibila. Personal insuficient si adormit, fara minim de interes pentru cienti. Daca nu as cunoaste magazinul din alte localitati as ocoli cu siguranta!!!! </s>",product is negative; quality is negative; shop diversity is negative; staff availability is negative; staff competency is negative,"The store in Tg-Mures is a total disappointment, unworthy of the Decathlon name. No product range, and what is available is from the lowest possible class. Insufficient and sleepy staff, with no minimum interest in customers. If I didn't know the store from other locations, I would definitely avoid it!!!!",Romanian,图-穆列什的商店完全令人失望，不配拥有迪卡侬的名称。没有产品范围，而且所提供的都是来自最低级别的产品。员工不足且昏昏欲睡，对顾客完全没有兴趣。如果我不从其他地点知道这家商店，我绝对会避开它!!!!,"Magazinul Târgu Mureș este complet dezamăgitor, nu merită să poarte numele Decathlon. Nu există o gamă de produse, iar ceea ce se oferă este din cele mai slabă calitate. Personalul este insuficient și somnoros, fără niciun interes pentru clienți. Dacă nu aș fi știut despre acest magazin din alte locuri, cu siguranță l-aș evita!!!!"
Intamplator am avut ceva necazuri cu  copilul  care a luat o trotineta si alunecand prin magazin a accidentat un alt client  a iesit un pic de tamtam cu asa-zisa permanenta a dvs. tocmai de aceea daca v-ati asumat asa-zisele plimbari prin magazin care nu mi se par tocmai ok printre clienti in magazin. Ar trebui sa va asumati si aparitia unor astfel de evenimente nedorite.,432073,environment - negative,22,manual,Intamplator am avut ceva necazuri cu copilul care a luat o trotineta si alunecand prin magazin a accidentat un alt client a iesit un pic de tamtam cu asa-zisa permanenta a dvs. tocmai de aceea daca v-ati asumat asa-zisele plimbari prin magazin care nu mi se par tocmai ok printre clienti in magazin. Ar trebui sa va asumati si aparitia unor astfel de evenimente nedorite.,Intamplator am avut ceva necazuri cu copilul care a luat o trotineta si alunecand prin magazin a accidentat un alt client a iesit un pic de tamtam cu asa-zisa permanenta a dvs. tocmai de aceea daca v-ati asumat asa-zisele plimbari prin magazin care nu mi se par tocmai ok printre clienti in magazin. Ar trebui sa va asumati si aparitia unor astfel de evenimente nedorite. </s>,environment is negative,"Incidentally, I had some trouble with a child who took a scooter and sliding through the store hit another customer, it made a bit of a fuss about your so-called permanence, that's why if you assumed those so-called walks through the store which don't seem quite ok to me among customers in the store. You should also assume the occurrence of such unwanted events.",Romanian,顺便说一下，我曾经遇到过一个拿着滑板车的孩子，他在商店里滑行，撞到了另一个顾客，引起了一点骚动，你所谓的固定位置，因此如果你假设那些在商店里不太合适的散步，你也应该假设会发生这样的意外事件。,"Pe lângă asta, am întâlnit odată un copil care avea un skateboard și se plimba prin magazin, lovindu-l pe alt client și făcând o mică agitație, ceea ce numești poziția fixă. Deci, dacă presupui că acele plimbări nu prea sunt potrivite în magazin, ar trebui să presupui și că vor apărea astfel de incidente."
"Am venit in magazinul dumneavoastra weekendul trecut si intr-o alta zi din timpul saptamanii pentru a-mi achizitiona echipament de ski.  Am fost neplacut surprinsa sa observ la ambele vizite ca nu era nici un angajat pe raion. Dupa cateva minute un baiat mi-a spus ca va chema pe cineva dar a fost in zadar, nu a venit nimeni. Dupa ce mi-am ales o geaca sI o pereche de pamtaloni am intrebat un angajat care aranja gecile de copii pt ski daca ma poate ajuta la skuri si clapari insa mi-a spus ca el nu se descurca si, o sa trimita pe cineva dar nu a venit nimeni. Am vorbit cu o domnisoara care a trecut intamplator pe acolo insa nu a stiut sa imi raspunda la intrebari. Am fost foarte dezamagita sa observ ca angajatii sunt foarte slab pregatiti si nu stiu sa ofere informatii, mai ales la acest raion care este de sezon. In cele din urma nu am cumparat nici geaca nici pantalonii si am ajuns in acest weekend in magazinul din Pallady unde am dat de cativa asistenti ci foarte multe cunostimte despre sporturile de iarna, care pe deasupra si practica aceste sporturi.",432077,"{'choices': ['staff availability - negative', 'staff competency - negative', 'staff competency - positive']}",22,manual,"Am venit in magazinul dumneavoastra weekendul trecut si intr-o alta zi din timpul saptamanii pentru a-mi achizitiona echipament de ski. Am fost neplacut surprinsa sa observ la ambele vizite ca nu era nici un angajat pe raion. Dupa cateva minute un baiat mi-a spus ca va chema pe cineva dar a fost in zadar, nu a venit nimeni. Dupa ce mi-am ales o geaca sI o pereche de pamtaloni am intrebat un angajat care aranja gecile de copii pt ski daca ma poate ajuta la skuri si clapari insa mi-a spus ca el nu se descurca si, o sa trimita pe cineva dar nu a venit nimeni. Am vorbit cu o domnisoara care a trecut intamplator pe acolo insa nu a stiut sa imi raspunda la intrebari. Am fost foarte dezamagita sa observ ca angajatii sunt foarte slab pregatiti si nu stiu sa ofere informatii, mai ales la acest raion care este de sezon. In cele din urma nu am cumparat nici geaca nici pantalonii si am ajuns in acest weekend in magazinul din Pallady unde am dat de cativa asistenti ci foarte multe cunostimte despre sporturile de iarna, care pe deasupra si practica aceste sporturi.","Am venit in magazinul dumneavoastra weekendul trecut si intr-o alta zi din timpul saptamanii pentru a-mi achizitiona echipament de ski. Am fost neplacut surprinsa sa observ la ambele vizite ca nu era nici un angajat pe raion. Dupa cateva minute un baiat mi-a spus ca va chema pe cineva dar a fost in zadar, nu a venit nimeni. Dupa ce mi-am ales o geaca sI o pereche de pamtaloni am intrebat un angajat care aranja gecile de copii pt ski daca ma poate ajuta la skuri si clapari insa mi-a spus ca el nu se descurca si, o sa trimita pe cineva dar nu a venit nimeni. Am vorbit cu o domnisoara care a trecut intamplator pe acolo insa nu a stiut sa imi raspunda la intrebari. Am fost foarte dezamagita sa observ ca angajatii sunt foarte slab pregatiti si nu stiu sa ofere informatii, mai ales la acest raion care este de sezon. In cele din urma nu am cumparat nici geaca nici pantalonii si am ajuns in acest weekend in magazinul din Pallady unde am dat de cativa asistenti ci foarte multe cunostimte despre sporturile de iarna, care pe deasupra si practica aceste sporturi. </s>",staff availability is negative; staff competency is negative,"I visited your store last weekend and on another day during the week to purchase ski equipment. I was unpleasantly surprised to notice that there were no employees in the department on both visits. After a few minutes, a boy told me he would call someone, but it was in vain, nobody came. After I chose a jacket and a pair of pants, I asked an employee who was arranging children's ski jackets if they could help me with skis and poles, but they said they didn't know how to and would send someone, but again, nobody came. I spoke with a lady who happened to pass by, but she couldn't answer my questions. I was very disappointed to notice that the employees are very poorly trained and don't know how to provide information, especially in this seasonal department. In the end, I didn't buy either the jacket or the pants, and this weekend I went to your store in Pallady where I met several assistants with a lot of knowledge about winter sports, who also practice these sports.",Romanian,我上周末和星期几去你们的商店购买滑雪装备，结果发现部门里都没有员工。过了几分钟，一位小伙子告诉我他会叫人过来，但无济于事，没人来。之后，我挑选了一件夹克和一条裤子，然后问正在摆放儿童滑雪服的员工是否能帮助我购买滑雪板和雪杖，但是他们说不知道怎么办，会派人来，但还是没有人来。我跟路过的一位女士聊天，但她也无法回答我的问题。让我非常失望的是，你们的员工训练得很差，根本不知道如何提供信息，尤其是在这个季节性部门。最终，我既没买那件夹克，也没买那条裤子。这个周末我去了你们在Pallady的商店，遇到了几个对冬季运动非常了解，并且自己也练习这些运动的助理。,"Săptămâna trecută am mers la magazinul dvs. sâmbătă și duminică pentru a cumpăra echipament de schi, dar am descoperit că nu era nimeni în departament. După câteva minute, un băiat tânăr mi-a spus că va chema pe cineva, dar fără succes, nimeni nu a venit. Apoi, am ales o jachetă și o pereche de pantaloni și l-am întrebat pe angajatul care aranja hainele pentru copii dacă poate să mă ajute cu cumpărarea schiurilor și a bastoanelor, dar el a spus că nu știe ce să facă și că va trimite pe cineva, dar nimeni nu a venit. Am vorbit cu o doamnă care trecea pe acolo, dar nici ea nu a putut să-mi răspundă la întrebări. Ceea ce m-a întristat foarte mult este că angajații dvs. sunt slab instruiți și nu știu cum să ofere informații, mai ales în acest departament sezonier. În final, nici jacheta și nici pantalonii nu i-am cumpărat. Acest weekend am mers la magazinul dvs. de lângă Pallady și am întâlnit câțiva asistenți care știu foarte bine despre sporturile de iarnă și chiar le practică."
"Agentii de paza sunt prea """" curiosi """", te urmaresc non-stop, ca si cum clientul ar fi cel mai mare infractor/terorist, creand un sentiment de disconfort, violand astfel  intimitatea proprie.",432079,security - negative,22,manual,"Agentii de paza sunt prea """" curiosi """", te urmaresc non-stop, ca si cum clientul ar fi cel mai mare infractor/terorist, creand un sentiment de disconfort, violand astfel intimitatea proprie.","Agentii de paza sunt prea """" curiosi """", te urmaresc non-stop, ca si cum clientul ar fi cel mai mare infractor/terorist, creand un sentiment de disconfort, violand astfel intimitatea proprie. </s>",security is negative,"The security agents are too ""curious"", they follow you non-stop, as if the customer were the biggest criminal/terrorist, creating a feeling of discomfort, thus violating their own intimacy.",Romanian,安保人员太「好奇」了，他们不停地跟踪你，好像顾客是最大的罪犯/恐怖分子一样，这让人感到不舒服，从而侵犯了他们自己的隐私。,"Personalul de securitate este prea „curios”, urmărindu-te în mod constant, ca și cum clienții ar fi cei mai mari criminali/teroriști, ceea ce face ca oamenii să se simtă inconfortabil, încălcându-și astfel propria intimitate."
"Coletul meu a fost trimis aiurea, la o distanta de 600 km fata de locatia in care am facut comanda. Desi am solicitat telefonic sa se schimbe adresa si prin mesaj pentru schimbarea numarului de telefon nu s-a intamplat nimic. Am solicitat telefonic sa fie redirectionat coletul catre Mangalia, dar a fost redirectionat catre Constanta la adresa mentionata pentru Mangalia. O sa-mi ridic coletul din Constanta desi sunt din Mangalia de teama sa nu ajunga si prin Chile, St Kitts and Nevis si mai stiu eu unde.",432084,"{'choices': ['delivery - negative', 'service - negative', 'staff competency - negative']}",22,manual,"Coletul meu a fost trimis aiurea, la o distanta de 600 km fata de locatia in care am facut comanda. Desi am solicitat telefonic sa se schimbe adresa si prin mesaj pentru schimbarea numarului de telefon nu s-a intamplat nimic. Am solicitat telefonic sa fie redirectionat coletul catre Mangalia, dar a fost redirectionat catre Constanta la adresa mentionata pentru Mangalia. O sa-mi ridic coletul din Constanta desi sunt din Mangalia de teama sa nu ajunga si prin Chile, St Kitts and Nevis si mai stiu eu unde.","Coletul meu a fost trimis aiurea, la o distanta de 600 km fata de locatia in care am facut comanda. Desi am solicitat telefonic sa se schimbe adresa si prin mesaj pentru schimbarea numarului de telefon nu s-a intamplat nimic. Am solicitat telefonic sa fie redirectionat coletul catre Mangalia, dar a fost redirectionat catre Constanta la adresa mentionata pentru Mangalia. O sa-mi ridic coletul din Constanta desi sunt din Mangalia de teama sa nu ajunga si prin Chile, St Kitts and Nevis si mai stiu eu unde. </s>",delivery is negative; service is negative; staff competency is negative,"My package was sent to the wrong place, 600 km away from where I made the order. Although I requested by phone to change the address and via message for changing the phone number, nothing happened. I asked by phone to redirect the package to Mangalia, but it was redirected to Constanta at the address mentioned for Mangalia. I will pick up my package from Constanta even though I am from Mangalia, for fear that it might end up in Chile, St Kitts and Nevis, or who knows where.",Romanian,我的包裹被送到了错误的地方，距离我下单的地方有600公里。尽管我通过电话请求更改地址，并通过短信请求更改电话号码，但什么也没有发生。我通过电话要求将包裹转寄到芒加利亚，但是它却被转寄到了康斯坦察，并使用了原本用于芒加利亚的地址。我会从康斯坦察取回我的包裹，尽管我来自芒加利亚，因为我担心它可能会最终送到智利、圣基茨和尼维斯或者其他不知道哪里。,"Pachetul meu a fost livrat într-un loc greșit, la 600 de kilometri distanță de unde am făcut comanda. Deși am solicitat prin telefon schimbarea adresei și am trimis un mesaj pentru a schimba numărul de telefon, nu s-a întâmplat nimic. Am cerut prin telefon ca pachetul să fie redirecționat către Mangalia, dar a fost trimis în Constanța și a folosit adresa care ar fi trebuit să fie pentru Mangalia. Voi recupera pachetul meu din Constanța, deși sunt din Mangalia, pentru că mă tem că ar putea ajunge în final în Chile, Sfântul Cristofor și Nevis sau în altă parte despre care nu știu."
"Personal insuficient dezordine la rafturi preturi inversate un singur vânzător pe raion la care așteptau 5 clienți să ceară relații. Dezastru. Prefer sa evit magazinul, voi trece pe la dvs. doar când nu am încotro.",432091,"{'choices': ['staff availability - negative', 'shop organization - negative']}",22,manual,"Personal insuficient dezordine la rafturi preturi inversate un singur vânzător pe raion la care așteptau 5 clienți să ceară relații. Dezastru. Prefer sa evit magazinul, voi trece pe la dvs. doar când nu am încotro.","Personal insuficient dezordine la rafturi preturi inversate un singur vânzător pe raion la care așteptau 5 clienți să ceară relații. Dezastru. Prefer sa evit magazinul, voi trece pe la dvs. doar când nu am încotro. </s>",staff availability is negative; shop organization is negative,"Insufficient staff, disorganization on shelves, inverted prices, only one seller in the department with 5 customers waiting to ask for information. Disaster. I prefer to avoid the store, I will come to you only when I have no other choice.",Romanian,员工不足，货架杂乱无章，价格标错了，整个部门只有一个销售人员，还有5位顾客在等待咨询。真是灾难。我宁愿避开这家店，只有当我没有其他选择时才会来这里。,"Lipsa de personal, rafturile sunt dezorganizate, prețurile sunt etichetate greșit, întregul departament are doar un singur vânzător, iar 5 clienți mai așteaptă să fie consultați. Este o adevărată catastrofă. Aș prefera să evit acest magazin și vin aici doar când nu am altă opțiune."
"Am pierdut f. mult timp in magazi, pt. ca nu am gasit marime si pt ca persoana apelata la casa a fost de negasit. In rest personalul cu care am intrat direct in contact a fost amabil, dar dau senzatia ca sunt prea putini.",432093,"{'choices': ['staff competency - positive', 'shop diversity - negative', 'staff availability - negative']}",22,manual,"Am pierdut f. mult timp in magazi, pt. ca nu am gasit marime si pt ca persoana apelata la casa a fost de negasit. In rest personalul cu care am intrat direct in contact a fost amabil, dar dau senzatia ca sunt prea putini.","Am pierdut f. mult timp in magazi, pt. ca nu am gasit marime si pt ca persoana apelata la casa a fost de negasit. In rest personalul cu care am intrat direct in contact a fost amabil, dar dau senzatia ca sunt prea putini. </s>",staff competency is positive; shop diversity is negative; staff availability is negative,"I wasted a lot of time in the store because I couldn't find my size and because the person called at home was unreachable. Otherwise, the staff I came into direct contact with was kind, but they give the impression that there are too few of them.",Romanian,我在商店里浪费了很多时间，因为我找不到我的尺寸，而且家里接电话的人无法联系。另外，我直接接触到的工作人员很友好，但是他们给人的印象是他们的人手不够。,"Am pierdut mult timp în magazin, pentru că nu am găsit dimensiunea mea și persoana care a răspuns la telefon acasă nu a putut fi contactată. În plus, personalul cu care am intrat direct în contact a fost foarte prietenos, dar impresia pe care o dau este că sunt subîncadrați."
"Sefa de magazin , trebuia sa imi dea banii pt un produs, pt care am avut bon si nu am depasit 14 zile ... Mi-a spus sa iau altceva... Daca nu am nevoie de altceva !?!",432094,return warranty - negative,22,manual,"Sefa de magazin , trebuia sa imi dea banii pt un produs, pt care am avut bon si nu am depasit 14 zile ... Mi-a spus sa iau altceva... Daca nu am nevoie de altceva !?!","Sefa de magazin , trebuia sa imi dea banii pt un produs, pt care am avut bon si nu am depasit 14 zile ... Mi-a spus sa iau altceva... Daca nu am nevoie de altceva !?! </s>",return warranty is negative,"The store manager was supposed to give me my money back for a product, for which I had a receipt and hadn't exceeded 14 days... He told me to take something else... But what if I don't need anything else?!?",Romanian,店经理本该因我有收据且未超过14天而为我退款某产品。但他让我选别的东西…… 但如果我不需要其他东西呢？,Managerul magazinului ar fi trebuit să îmi returneze banii pentru un anumit produs deoarece aveam chitanța și nu trecuseră 14 zile. Însă el m-a rugat să aleg altceva... Dar ce se întâmplă dacă nu am nevoie de altceva?
"Preturi mai atractive, consultanti de vanzari mai amabili si mai pregatiti si prezenta mai activa in magazin. Alergi dupa cate un reprezentatnt tot magazinul si nu il prinzi.",432095,"{'choices': ['price - negative', 'staff competency - negative', 'staff availability - negative']}",22,manual,"Preturi mai atractive, consultanti de vanzari mai amabili si mai pregatiti si prezenta mai activa in magazin. Alergi dupa cate un reprezentatnt tot magazinul si nu il prinzi.","Preturi mai atractive, consultanti de vanzari mai amabili si mai pregatiti si prezenta mai activa in magazin. Alergi dupa cate un reprezentatnt tot magazinul si nu il prinzi. </s>",price is negative; staff competency is negative; staff availability is negative,"More attractive prices, friendlier and more prepared sales consultants, and a more active presence in the store. You run after one representative throughout the entire store and can't catch up with them.",Romanian,更有吸引力的价格，更友好和更有准备的销售顾问，以及在店内更积极的存在。你整个跟着一个代表跑遍了整个商店，但还是不能赶上他们。,"Prețuri mai atrăgătoare, consultanți de vânzări mai prietenoși și mai bine pregătiți, precum și o prezență mai activă în magazin. Ai urmat un reprezentant în toată familia, dar nu ai putut să îi ajungi."
"Curatarea sau chiar schimbarea presurilor din cabinele de proba. Mirosul acestora este groaznic, iar ceea ce ramane pe sosete.........:((((",432098,environment - negative,22,manual,"Curatarea sau chiar schimbarea presurilor din cabinele de proba. Mirosul acestora este groaznic, iar ceea ce ramane pe sosete.........:((((","Curatarea sau chiar schimbarea presurilor din cabinele de proba. Mirosul acestora este groaznic, iar ceea ce ramane pe sosete.........:(((( </s>",environment is negative,"Cleaning or even changing the pressures in the test cabins. Their smell is awful, and what remains on the socks.........:(((( ",Romanian,清洁或甚至改变测试舱内的压力。它们的气味很糟糕，而且袜子上残留的东西………：(((( ,Curățați sau chiar schimbați presiunea din interiorul camerei de testare. Mirosul lor este îngrozitor și lucrurile care rămân pe șosete …… :(((( 
