text,id,aspects_polarities,annotator,all_categories,all_categories_old,all_polarities,data_origin,text_cleaned
"in moment in care strang siretul, in loc sa imi tina strans, materialul se lasa.un pic cam lat pentru patine artistice.",431560,product - negative,22,product,product,Negative,manual,"in moment in care strang siretul, in loc sa imi tina strans, materialul se lasa.un pic cam lat pentru patine artistice."
"Recomand personal disponibil la fiecare raion, nu mi s-a parut ok sa ma invart in tot magazinul sa gasesc o palarie de soare care de fapt nici nu exista...avand in vedere ca sezonul estival e de abia la inceput va rog sa variati produsele pt plaja, soare samd",431561,"{'choices': ['staff availability - negative', 'shop diversity - negative']}",22,staff availability; shop diversity,staff availability; shop diversity,Negative; Negative,manual,"Recomand personal disponibil la fiecare raion, nu mi s-a parut ok sa ma invart in tot magazinul sa gasesc o palarie de soare care de fapt nici nu exista...avand in vedere ca sezonul estival e de abia la inceput va rog sa variati produsele pt plaja, soare samd"
"Am cumparat o bicicleta pliabila, sunt nemultumit deoarece nu este posibil sa cumperi o bicicleta la """"cutie"""", am fost nevoit sa cumpar una pe care au incercato si au calarito poate sute de cumparatori, ar trebui sa aveti una sau doua pt. mostra si incercari, iar clientul sa primeasca una """"sigilata"""".",431562,shop organization - negative,22,shop organization,shop organization,Negative,manual,"Am cumparat o bicicleta pliabila, sunt nemultumit deoarece nu este posibil sa cumperi o bicicleta la """"cutie"""", am fost nevoit sa cumpar una pe care au incercato si au calarito poate sute de cumparatori, ar trebui sa aveti una sau doua pt. mostra si incercari, iar clientul sa primeasca una """"sigilata""""."
"Lipsa produse la raft conform etichetei, lipsa personal consiliere biciclete.",431563,"{'choices': ['staff availability - negative', 'shop organization - negative']}",22,staff availability; shop organization,staff availability; shop organization,Negative; Negative,manual,"Lipsa produse la raft conform etichetei, lipsa personal consiliere biciclete."
"Nu sunt produse diversificata pentru bărbați la îmbrăcăminte sport. Pentru copii si femei aveți mult mai multe produse. De ex: set trening Domyos pentru femei si copii aveți pe mai multe nuanțe, pentru bărbați nu aveți deloc set trening. La multe produse preturile nu sunt afișate deși se învârt o droaie de angajați prin magazin.",431564,"{'choices': ['shop diversity - negative', 'shop organization - negative', 'staff competency - negative', 'shop diversity - positive']}",22,shop diversity; shop organization; staff competency; shop diversity,shop diversity; shop organization; staff competency,Negative; Negative; Negative; Positive,manual,"Nu sunt produse diversificata pentru bărbați la îmbrăcăminte sport. Pentru copii si femei aveți mult mai multe produse. De ex: set trening Domyos pentru femei si copii aveți pe mai multe nuanțe, pentru bărbați nu aveți deloc set trening. La multe produse preturile nu sunt afișate deși se învârt o droaie de angajați prin magazin."
Diversitate a produselor scazuta in magazinul Sibiu comparativ cu alte magazine Decathlon din tara.,431565,"{'choices': ['shop diversity - negative', 'shop diversity - positive']}",22,shop diversity; shop diversity,shop diversity,Negative; Positive,manual,Diversitate a produselor scazuta in magazinul Sibiu comparativ cu alte magazine Decathlon din tara.
"-majoritatea pantofilor/adidasilor pentru copii (cele folosite la scoala, de ex) sunt din inlocuitor de piele si au o calitate indoielnica.-magazinul este alambicat, nu sunt toate produsele de același fel, in acelasi loc. te plimbi pana te plictisesti sa ",431566,"{'choices': ['shop organization - negative', 'quality - negative']}",22,shop organization; quality,shop organization; quality,Negative; Negative,manual,"-majoritatea pantofilor/adidasilor pentru copii (cele folosite la scoala, de ex) sunt din inlocuitor de piele si au o calitate indoielnica.-magazinul este alambicat, nu sunt toate produsele de același fel, in acelasi loc. te plimbi pana te plictisesti sa"
"Din pacate am fost dezamagiti de haosul din magazin. Erau copii cu biciclete, trotinete si tot felul de alte produse de gen, pe care trebuia sa ii feresti tu pentru ca altfel iti intrau in picioare. Parintii nu erau deloc prezenti. La raft, personalul nu mai facea fata sa puna la loc produsele pe care copii le aruncasera pe jos, desfacute. In anumite zone, a fost greu sa gasim un produs intact astfel incat sa vedem ce vrem sa cumparam.",431567,"{'choices': ['environment - negative', 'staff competency - negative']}",22,environment; staff competency,environment; staff competency,Negative; Negative,manual,"Din pacate am fost dezamagiti de haosul din magazin. Erau copii cu biciclete, trotinete si tot felul de alte produse de gen, pe care trebuia sa ii feresti tu pentru ca altfel iti intrau in picioare. Parintii nu erau deloc prezenti. La raft, personalul nu mai facea fata sa puna la loc produsele pe care copii le aruncasera pe jos, desfacute. In anumite zone, a fost greu sa gasim un produs intact astfel incat sa vedem ce vrem sa cumparam."
Montarea schimbătorului a fost făcută de o persoana care nu a fost pregătită necesar.,431568,staff competency - negative,22,staff competency,staff competency,Negative,manual,Montarea schimbătorului a fost făcută de o persoana care nu a fost pregătită necesar.
"Produsul se manevreaza usor, dar are o usoara vibratie in maner.datorita fixarii rapide.Pliabila si usor de transportat.",431569,"{'choices': ['product - positive', 'product - negative']}",22,product; product,product,Positive; Negative,manual,"Produsul se manevreaza usor, dar are o usoara vibratie in maner.datorita fixarii rapide.Pliabila si usor de transportat."
"Am vrut sa achizitionez trotineta , dupa ce am citit pe site la descriere ca se poate folosi de copii ce au inaltime intre 1.45 si 1.85 m. Cand am sunat la magazinul  sa o rezer, am mai intrebat inca o data daca se respecta caracteristicile de pe site, au spus ca da.Ajugand la magazin am constata cu stupoare ca aveau alte caracteristici , acest tip de trotineta merege folosita de copii ce au pana in 1.45 m.Imi pare rau sa constat ca ce este scris pe site nu coincide cu ce este in magazin.",431570,"{'choices': ['shop organization - negative', 'staff competency - negative']}",22,shop organization; staff competency,shop organization; staff competency,Negative; Negative,manual,"Am vrut sa achizitionez trotineta , dupa ce am citit pe site la descriere ca se poate folosi de copii ce au inaltime intre 1.45 si 1.85 m. Cand am sunat la magazinul sa o rezer, am mai intrebat inca o data daca se respecta caracteristicile de pe site, au spus ca da.Ajugand la magazin am constata cu stupoare ca aveau alte caracteristici , acest tip de trotineta merege folosita de copii ce au pana in 1.45 m.Imi pare rau sa constat ca ce este scris pe site nu coincide cu ce este in magazin."
Stat la casa mult sa vina un angajat de afara de la fumat.venit doi angajati la incasat insa se fastaceau p acolo.aruncat produsele si iesit din magazin.m au facut la psihic,431571,"{'choices': ['staff availability - negative', 'staff competency - negative']}",22,staff availability; staff competency,staff availability; staff competency,Negative; Negative,manual,Stat la casa mult sa vina un angajat de afara de la fumat.venit doi angajati la incasat insa se fastaceau p acolo.aruncat produsele si iesit din magazin.m au facut la psihic
"Doua produse identice  marimea L cumparate pe data de 12-10-2017.Imposibil de imbracat datorita unui defect de fabricatie, respectiv  circumferinta la guler este de 46 cm. si nu este elastic.",431572,product - negative,22,product,product,Negative,manual,"Doua produse identice marimea L cumparate pe data de 12-10-2017.Imposibil de imbracat datorita unui defect de fabricatie, respectiv circumferinta la guler este de 46 cm. si nu este elastic."
"In descrierea acesteia, ca justificare pentru pretul ridicat sunt trecute un nr de gauri pentru aerisire ce te va ajuta sa nu transpiri abundent. In realitate si cu aceasta si cea standard ce este la jumatate din  Pret transpiri la fel !",431573,"{'choices': ['product - negative', 'price - negative']}",22,product; price,product; price,Negative; Negative,manual,"In descrierea acesteia, ca justificare pentru pretul ridicat sunt trecute un nr de gauri pentru aerisire ce te va ajuta sa nu transpiri abundent. In realitate si cu aceasta si cea standard ce este la jumatate din Pret transpiri la fel !"
Găsiți o soluție pentru încasările din weekend. Oferiți ceva clienților cât timp așteaptă sa plătească.,431574,misc - neutral,22,misc,misc,Neutral,manual,Găsiți o soluție pentru încasările din weekend. Oferiți ceva clienților cât timp așteaptă sa plătească.
"Probabil am fost dezamagit si ca nu am gasit nici un numar potrivit la produsele pe care le-am probat, si ca era destul de mare galagie facuta de copiii care alergau si se jucau prin magazin fara sa fi fost atentionati",431575,"{'choices': ['environment - negative', 'shop diversity - negative']}",22,environment; shop diversity,environment; shop diversity,Negative; Negative,manual,"Probabil am fost dezamagit si ca nu am gasit nici un numar potrivit la produsele pe care le-am probat, si ca era destul de mare galagie facuta de copiii care alergau si se jucau prin magazin fara sa fi fost atentionati"
Buna ziua. Am ajuns ieri 31.08.17 in magazinul din Brasov pentru a achizitiona o cutie de izotonic praf marca Isostar brusc costa 50 de lei cel putin acesta era pretul afisat la raft. Sunt destul de nemultumit de aceasat scump[ire avand in vedere ca acum cateva luni costa 35 de lei fara reduceri. Evident ca pe situl dvs. apar ambele produse dar in magazin nu... ca de obicei.,431576,"{'choices': ['price - negative', 'shop organization - negative']}",22,price; shop organization,price; shop organization,Negative; Negative,manual,Buna ziua. Am ajuns ieri 31.08.17 in magazinul din Brasov pentru a achizitiona o cutie de izotonic praf marca Isostar brusc costa 50 de lei cel putin acesta era pretul afisat la raft. Sunt destul de nemultumit de aceasat scump[ire avand in vedere ca acum cateva luni costa 35 de lei fara reduceri. Evident ca pe situl dvs. apar ambele produse dar in magazin nu... ca de obicei.
"Sunt sub orice critica.Am achizitionat o bicicleta de apartament iar la montare am avut surpriza ca o pedala sa nu se insurubeze in ax decat la jumatate dupa care sa se blocheze.Am apelat la serviciile atelierului.Am vorbit nu stiu cu cine care la inceput mia recomandat sa aduc bicicleta la ei. I-am replicat ca are 25 kg si nu pot sa o aduc, fiind in garantie nu sunjt dispus la alta cheltuiala.Raspunsul ? nu are ca sa faca ca nu au serviciu de reparatii acasa.(daca era o banda de alergat tot clientul trebuia sa se ocupe de transport, sa o lege cu sfoara si sa o traga pana la magazin ?).A trebuit sa amenint cu reclamatia mai departe ca sa vina cu propunerea sa trimita ei un curier care sa ridice bicicleta.Asta se intampla acum opt zile. Sa mai sper ca vor rezolva problema? cred ca sunt depasiti, asa ca am sa merg la OPC sa vad ce spun ei, iar intre timp am sa incerc cu forte proprii sa rezolv problema.Feriti-va de Dechatlon",431577,"{'choices': ['product - negative', 'service - negative', 'staff competency - negative']}",22,product; service; staff competency,product; service; staff competency,Negative; Negative; Negative,manual,"Sunt sub orice critica.Am achizitionat o bicicleta de apartament iar la montare am avut surpriza ca o pedala sa nu se insurubeze in ax decat la jumatate dupa care sa se blocheze.Am apelat la serviciile atelierului.Am vorbit nu stiu cu cine care la inceput mia recomandat sa aduc bicicleta la ei. I-am replicat ca are 25 kg si nu pot sa o aduc, fiind in garantie nu sunjt dispus la alta cheltuiala.Raspunsul ? nu are ca sa faca ca nu au serviciu de reparatii acasa.(daca era o banda de alergat tot clientul trebuia sa se ocupe de transport, sa o lege cu sfoara si sa o traga pana la magazin ?).A trebuit sa amenint cu reclamatia mai departe ca sa vina cu propunerea sa trimita ei un curier care sa ridice bicicleta.Asta se intampla acum opt zile. Sa mai sper ca vor rezolva problema? cred ca sunt depasiti, asa ca am sa merg la OPC sa vad ce spun ei, iar intre timp am sa incerc cu forte proprii sa rezolv problema.Feriti-va de Dechatlon"
"Am fost cu ea la reglat de 3 ori și schimbătorul nu tine mai mult de o săptămâna și se dereglează, lanțul huruie",431578,"{'choices': ['product - negative', 'quality - negative']}",22,product; quality,product; quality,Negative; Negative,manual,"Am fost cu ea la reglat de 3 ori și schimbătorul nu tine mai mult de o săptămâna și se dereglează, lanțul huruie"
"As dori sa stiu daca exista un system buy-back la bicicletele micute de copii pentru ca fetita mea cea mica ar fi vrut o bicicleta noua in locul celei pe care a """"mostenit-o"""" de la sora ei mai mare.",431579,misc - neutral,22,misc,misc,Neutral,manual,"As dori sa stiu daca exista un system buy-back la bicicletele micute de copii pentru ca fetita mea cea mica ar fi vrut o bicicleta noua in locul celei pe care a """"mostenit-o"""" de la sora ei mai mare."
"Bicicleta comandata a venit câteva zile mai tarziu, nu m-a deranjat întârzierea, dar cand au montat-o au prins ceva gresit la ghidon, pentru ca acasa s-a desfăcut imediat, si am căutat mult timp un imbus potrivit.De atunci s-a mai desfăcut de 2 ori.Sarisfactia băiatului meu a fost zero cand a rămas cu ghidonul in mâna.Știți cât de greu se manevrează o bicicleta cu ghidonul nestrans?...",431580,"{'choices': ['delivery - negative', 'service - negative', 'staff competency - negative']}",22,delivery; service; staff competency,delivery; service; staff competency,Negative; Negative; Negative,manual,"Bicicleta comandata a venit câteva zile mai tarziu, nu m-a deranjat întârzierea, dar cand au montat-o au prins ceva gresit la ghidon, pentru ca acasa s-a desfăcut imediat, si am căutat mult timp un imbus potrivit.De atunci s-a mai desfăcut de 2 ori.Sarisfactia băiatului meu a fost zero cand a rămas cu ghidonul in mâna.Știți cât de greu se manevrează o bicicleta cu ghidonul nestrans?..."
După o tură de o zi la munte mi s-a înroșit piciorul (pătat ) în locul unde strânge elasticul pe gama,431581,product - negative,22,product,product,Negative,manual,După o tură de o zi la munte mi s-a înroșit piciorul (pătat ) în locul unde strânge elasticul pe gama
Timp de livrare destul de lung (mai lung decât la alte magazine on-line).Apreciez solicitudinea personalului din magazin.,431582,"{'choices': ['staff competency - positive', 'delivery - negative']}",22,staff competency; delivery,staff competency; delivery,Positive; Negative,manual,Timp de livrare destul de lung (mai lung decât la alte magazine on-line).Apreciez solicitudinea personalului din magazin.
"Nu am gasit decat un singur fel de becuri pentru biciclete, care erau foarte mici.",431583,shop diversity - negative,22,shop diversity,shop diversity,Negative,manual,"Nu am gasit decat un singur fel de becuri pentru biciclete, care erau foarte mici."
"De data aceasta, persoana de la casierie era mai puțin ocupată cu amabilitatea față de clientul care efectua plata produselor achiziționate (respectiv eu, împreună cu familia mea) și ”mai mult ocupată” cu discuția cu o cunoștință sau colegă de servici, aflată în tura ei liberă. Amabilitatea casierei a fost (repet: de data aceasta!) sub ”standardele ridicate” ale celorlalți angajați ai magazinului, pe care le-am constatat aproape de fiecare dată când am vizitat magazinul Decathlon Suceava.",431584,staff competency - negative,22,staff competency,staff competency,Negative,manual,"De data aceasta, persoana de la casierie era mai puțin ocupată cu amabilitatea față de clientul care efectua plata produselor achiziționate (respectiv eu, împreună cu familia mea) și ”mai mult ocupată” cu discuția cu o cunoștință sau colegă de servici, aflată în tura ei liberă. Amabilitatea casierei a fost (repet: de data aceasta!) sub ”standardele ridicate” ale celorlalți angajați ai magazinului, pe care le-am constatat aproape de fiecare dată când am vizitat magazinul Decathlon Suceava."
"Jacheta arata bine, nu contest. Numai ca rezistenta de 5000 mm la apa este prea putin. Dar nu asta a fost motiul pentru care am facut retur.In momentul cand stratul termic este dat jos, si ramanem doar cu stratul exterior, pe interiorul manecilor vor atarna cate doua prinderi(prinderile pentru fixarea stratului termic pe jacheta). Aceste prinderi sunt atat de lungi incat ajungi sa le tii in palma. Cred ca ar fi fost util sa exista niste gaici pe interiorul captuselii, pe care acele prinderi sa fie fixate si sa nu mai atarne.",431585,"{'choices': ['product - positive', 'product - negative']}",22,product; product,product,Positive; Negative,manual,"Jacheta arata bine, nu contest. Numai ca rezistenta de 5000 mm la apa este prea putin. Dar nu asta a fost motiul pentru care am facut retur.In momentul cand stratul termic este dat jos, si ramanem doar cu stratul exterior, pe interiorul manecilor vor atarna cate doua prinderi(prinderile pentru fixarea stratului termic pe jacheta). Aceste prinderi sunt atat de lungi incat ajungi sa le tii in palma. Cred ca ar fi fost util sa exista niste gaici pe interiorul captuselii, pe care acele prinderi sa fie fixate si sa nu mai atarne."
Este pacat ca munca angajatilor seriosi si profesionisti este umbrita de superficialitatea personalului care cauta in depozit produsele pe care le-ai comandat. Si iti spun cu seninatate sa mai comanzi inca o data acelasi produs in loc sa il caute cu atentie in depozit.,431586,"{'choices': ['staff competency - negative', 'staff competency - positive']}",22,staff competency; staff competency,staff competency,Negative; Positive,manual,Este pacat ca munca angajatilor seriosi si profesionisti este umbrita de superficialitatea personalului care cauta in depozit produsele pe care le-ai comandat. Si iti spun cu seninatate sa mai comanzi inca o data acelasi produs in loc sa il caute cu atentie in depozit.
"Mai bună organizare.Produse dezordonate pe rafturi , fără pret, unele rafturi goale.",431587,"{'choices': ['shop diversity - negative', 'shop organization - negative']}",22,shop diversity; shop organization,shop diversity; shop organization,Negative; Negative,manual,"Mai bună organizare.Produse dezordonate pe rafturi , fără pret, unele rafturi goale."
Magazinul si angajatii sint ok. Unele produse nu au pretul afisat . Dupa prima sesiune de cumparaturi la care am prezentat cardul dechatlon nu am primit punctele ...inca (sper sa fie o greseala ).,431588,"{'choices': ['shop organization - negative', 'staff competency - positive', 'service - negative']}",22,shop organization; staff competency; service,shop organization; staff competency; service,Negative; Positive; Negative,manual,Magazinul si angajatii sint ok. Unele produse nu au pretul afisat . Dupa prima sesiune de cumparaturi la care am prezentat cardul dechatlon nu am primit punctele ...inca (sper sa fie o greseala ).
"O minge ieftina, buna pentru initiere in baschet. Buna pentru activitati ocazionale.Pentru antrenamente recomand cevamai scump.",431589,"{'choices': ['price - positive', 'product - positive']}",22,price; product,price; product,Positive; Positive,manual,"O minge ieftina, buna pentru initiere in baschet. Buna pentru activitati ocazionale.Pentru antrenamente recomand cevamai scump."
"1. Mai multe produse pentru copii.La un moment dat erau f. multe produse pt. copii si era ok.2. Agentii de securitate sa nu mai intre peste clienti in cabinele de proba, in timp ce acestia probeaza diferite produse.Mentionez ca au intrat  in toate cabinele care erau ocupate la acel moment, fara a tine cont de sexul care ocupa cabina in acel moment. Daca asta este o procedura a magazinului, ar trebui informat clientul la intrarea in magazin.",431590,"{'choices': ['shop diversity - negative', 'security - negative']}",22,shop diversity; security,shop diversity; security,Negative; Negative,manual,"1. Mai multe produse pentru copii.La un moment dat erau f. multe produse pt. copii si era ok.2. Agentii de securitate sa nu mai intre peste clienti in cabinele de proba, in timp ce acestia probeaza diferite produse.Mentionez ca au intrat in toate cabinele care erau ocupate la acel moment, fara a tine cont de sexul care ocupa cabina in acel moment. Daca asta este o procedura a magazinului, ar trebui informat clientul la intrarea in magazin."
poate daca am reduce timpul petrecut la casa de marcat.....ar fi imbucuratorde asemenea cunostiintele jalnice in materie de echipament sportiv ale angajatiilor....trbuiesc aduse la zi!!!!,431591,"{'choices': ['service - negative', 'staff competency - negative']}",22,service; staff competency,service; staff competency,Negative; Negative,manual,poate daca am reduce timpul petrecut la casa de marcat.....ar fi imbucuratorde asemenea cunostiintele jalnice in materie de echipament sportiv ale angajatiilor....trbuiesc aduse la zi!!!!
"Per total comanda a fost ok.Papucii comandati 41-42 mi-au fost livrati 40-41, fara sa fiu anuntata inainte de acest lucru :(",431592,"{'choices': ['delivery - positive', 'staff competency - negative']}",22,delivery; staff competency,delivery; staff competency,Positive; Negative,manual,"Per total comanda a fost ok.Papucii comandati 41-42 mi-au fost livrati 40-41, fara sa fiu anuntata inainte de acest lucru :("
"Ar trebui aduse si unele produse din vârful de gamă , pentru fiecare ramură sportivă",431593,shop diversity - negative,22,shop diversity,shop diversity,Negative,manual,"Ar trebui aduse si unele produse din vârful de gamă , pentru fiecare ramură sportivă"
